Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: 0.02
Paralogs removed for each sample:
Sample	threshold	#removed	names
S0771 	0.00886	14	6050, 6652, 5018, 6924, 6507, 1G57770, 1G79150, 2G25800, 2G30520, 2G38510, 5G38530, 5G45780, 5G49810, 5G51200
S0772 	0.04315	6	6029, 2G16880, 2G40840, 4G15420, 5G05840, 5G39710
S0791 	0.05651	6	3G06530, 3G06860, 4G31200, 5G40440, 5G52280, 5G60980
S0795 	0.01566	14	6299, 6404, 6041, 5398, 5296, 1G03090, 1G06560, 2G31970, 3G06530, 3G55160, 4G20050, 4G34310, 5G13020, 5G22030
S0809 	0.04609	10	6384, 7067, 6639, 7572, 6221, 5842, 6462, 4G10950, 5G54080, 5G63840
S0827 	0.00964	37	6780, 5168, 6298, 5513, 5842, 6405, 5981, 6383, 6954, 6572, 5257, 5296, 1G19025, 1G19860, 1G24706, 1G25570, 1G30010, 2G26780, 3G04340, 3G04740, 3G06920, 3G11460, 3G12280, 3G19970, 3G28040, 3G52970, 4G01570, 4G20850, 5G06970, 5G14210, 5G14510, 5G18700, 5G20170, 5G22750, 5G23110, 5G47010, 5G53970
S0834 	0.07364	0	
S0836 	0.08906	0	
S0851 	0.05236	4	1G60070, 2G25660, 3G43240, 5G47040
S0888 	0.02043	28	6978, 6848, 6893, 6689, 5421, 7135, 7577, 7013, 6791, 6488, 6029, 1G03090, 1G10240, 1G15440, 1G21640, 1G24706, 1G50120, 1G68930, 1G71220, 2G20190, 3G18730, 4G01570, 4G10950, 4G26090, 5G15300, 5G16300, 5G24240, 5G63920
S0890 	0.05818	11	7141, 7067, 6258, 5721, 1G60560, 1G70820, 2G13540, 3G19970, 4G24190, 5G39500, 5G48800
S0892 	0.01318	33	5280, 5639, 6689, 6496, 6601, 6713, 6282, 4848, 6782, 5296, 1G02970, 1G03100, 1G06440, 1G30440, 1G72970, 1G79080, 2G37230, 2G39260, 2G39830, 3G14470, 4G02730, 4G19460, 4G21680, 4G22720, 4G33410, 4G36390, 5G18670, 5G22750, 5G39500, 5G49030, 5G53480, 5G60600, 5G63640
S0893 	0.0244	5	6458, 6401, 1G24706, 1G73960, 5G47780
S0894 	0.01457	63	6995, 5404, 6978, 6148, 6176, 5280, 5138, 6487, 7279, 6114, 5090, 4954, 6506, 6404, 6238, 5639, 5899, 6056, 7583, 6128, 6119, 6713, 6483, 6913, 7013, 5551, 5355, 4893, 6507, 1G06440, 1G15980, 1G20560, 1G60490, 1G60560, 1G71220, 1G74680, 2G13610, 2G35500, 2G42700, 3G03710, 3G06483, 3G07140, 3G08670, 3G11220, 3G14910, 3G15550, 3G17640, 3G22170, 4G01570, 4G05090, 4G19460, 4G20050, 4G29310, 4G30720, 5G08280, 5G08490, 5G10900, 5G17230, 5G20270, 5G22260, 5G36890, 5G46100, 5G58750
S0895 	0.02664	4	5162, 2G07360, 3G04480, 5G40480
S0896 	0.04943	6	6601, 3G27730, 3G48380, 3G49400, 5G04710, 5G54570
S0897 	0.02445	9	6848, 6299, 6216, 5822, 6924, 6968, 2G16880, 3G01060, 5G22750
S0899 	0.03774	19	5038, 5339, 6051, 5843, 5343, 6401, 1G10330, 1G11915, 1G16070, 1G79150, 2G13540, 2G26200, 2G27090, 5G06940, 5G10900, 5G13630, 5G18830, 5G24810, 5G59900
S0901 	0.05862	4	6393, 6848, 5131, 4G08920
S0902 	0.03792	7	6393, 6378, 5449, 7029, 3G27670, 3G55160, 4G04970
S0903 	0.02074	31	6946, 5339, 6000, 6363, 6660, 5536, 5842, 7135, 6462, 7021, 7628, 5656, 5949, 6924, 5426, 6968, 1G04730, 1G55590, 1G60490, 1G60995, 1G76730, 3G08960, 3G11540, 3G17640, 4G16660, 4G18340, 4G26090, 4G33945, 5G11040, 5G12290, 5G23300
S0904 	0.0842	0	
S0906 	0.01203	43	5404, 6376, 6492, 5910, 6859, 5477, 7572, 5639, 6378, 5430, 6226, 6552, 6488, 5857, 6540, 1G05910, 1G09010, 1G10385, 1G10910, 1G51550, 1G55910, 1G72970, 2G13540, 2G34640, 3G02260, 3G07140, 3G16910, 3G23020, 3G24170, 3G25430, 3G29320, 4G01570, 4G17370, 4G17830, 4G21680, 4G24220, 4G24740, 4G30790, 4G34350, 5G40440, 5G47690, 5G50320, 5G54180
S0941 	0.03748	2	6689, 3G04480
S0946 	0.03181	9	6649, 6977, 6544, 1G09010, 1G68930, 1G79560, 5G06970, 5G39830, 5G60600
S0947sl 	0.05323	8	1G15980, 3G02260, 3G05350, 4G16340, 4G17140, 5G15540, 5G49810, 5G49830
S0949 	0.03133	2	5502, 5634
S0951 	0.03082	7	5104, 6528, 7331, 5918, 6969, 6373, 3G07420
S0952 	0.02013	21	5913, 6864, 5427, 5421, 5859, 4992, 6913, 6791, 6947, 1G12470, 1G15440, 1G24706, 2G40070, 3G23020, 4G19180, 4G20850, 4G33080, 5G47780, 5G51690, 5G58510, 5G63420
S0954 	0.01713	12	7135, 6226, 6454, 6968, 2G40840, 3G14910, 3G18730, 4G04350, 4G08920, 4G23940, 5G39040, 5G65990
S0956 	0.01749	49	6978, 5168, 6384, 6393, 5339, 7279, 5942, 5163, 6882, 5639, 7583, 6198, 6565, 6460, 6732, 6570, 6913, 6552, 6636, 5551, 5426, 5926, 1G14300, 1G16570, 1G30000, 1G47670, 1G50120, 1G53270, 1G57770, 1G68930, 1G79560, 2G38000, 2G39830, 2G40840, 2G46890, 3G11460, 3G17900, 3G43240, 4G16570, 4G20090, 5G13420, 5G20170, 5G26570, 5G50170, 5G52280, 5G54260, 5G60750, 5G63010, 5G63840
S0957 	0.02454	14	6420, 6533, 6128, 5865, 6563, 5034, 1G03390, 2G16880, 2G25800, 4G16420, 4G23940, 5G16420, 5G50170, 5G53320
S0959 	0.01202	30	6492, 6779, 6270, 5357, 5922, 4992, 6068, 6507, 6398, 1G06270, 1G27460, 1G79150, 1G80460, 2G16880, 2G38510, 3G06270, 3G08760, 3G16270, 3G55160, 3G60830, 4G10020, 4G34850, 5G08415, 5G16210, 5G20990, 5G36890, 5G48270, 5G51340, 5G53480, 5G58430
S0960 	0.01577	51	5168, 7141, 5138, 5273, 6299, 7279, 7111, 5220, 7325, 6679, 6601, 7577, 6130, 6460, 7367, 7029, 5843, 5656, 6401, 5554, 5034, 5721, 1G02970, 1G03090, 1G10385, 1G19025, 1G55480, 1G73960, 1G79560, 2G29050, 2G32590, 2G35150, 2G42850, 2G47600, 3G15550, 3G51470, 3G52200, 4G20090, 4G33080, 5G06940, 5G08490, 5G14510, 5G22030, 5G22800, 5G41800, 5G49430, 5G53320, 5G53580, 5G60750, 5G62310, 5G63010
S0963 	0.06133	5	6016, 1G30010, 5G22800, 5G51750, 5G63640
S0964 	0.01248	51	6780, 6738, 6393, 4932, 5206, 5104, 5220, 6779, 5460, 5421, 5849, 5634, 6004, 6460, 5449, 6913, 5843, 7333, 5926, 5257, 1G01220, 1G01770, 1G03390, 1G06710, 1G10910, 1G25500, 1G30000, 1G51550, 1G55480, 1G70820, 1G73960, 2G26780, 2G42850, 3G01150, 3G01460, 3G06530, 3G51470, 3G52200, 3G55160, 4G00450, 4G02730, 4G20090, 4G36390, 4G36790, 5G06940, 5G13230, 5G13770, 5G43920, 5G44000, 5G44240, 5G58480
S0989 	0.04325	1	
S1011sl 	0.07624	3	7021, 6552, 1G15980
S1021 	0.06915	3	4992, 3G02260, 3G43300
S1038 	0.03792	0	
S1039 	0.04204	0	
S1040 	0.0568	0	
S1043sl 	0.04895	0	
S1044 	0.0308	1	
S1045 	0.01319	13	5489, 5280, 6457, 1G16770, 1G73990, 1G80360, 2G04660, 2G39830, 2G43420, 3G48610, 4G03020, 5G19640, 5G24240
S1050 	0.0963	0	
S1052sl 	0.02383	19	6376, 5177, 5104, 5090, 7572, 5716, 6000, 7028, 6538, 6318, 1G22770, 1G65380, 1G71220, 3G27670, 4G02780, 4G05090, 4G19180, 5G04480, 5G56290
S1053sl 	0.06541	0	
S1069 	0.02259	31	7067, 7241, 6641, 6000, 6496, 6825, 6303, 5634, 6128, 6004, 6460, 6098, 6282, 6320, 5469, 1G04730, 1G29900, 1G57770, 1G61600, 2G16880, 2G24230, 2G32290, 2G35150, 2G39260, 3G17640, 3G46220, 3G57180, 5G19130, 5G23300, 5G40405, 5G60980
S1072 	0.07648	0	
S1074 	0.0365	2	2G26200, 4G02460
S1077 	0.02574	11	6914, 6779, 6119, 5034, 1G67120, 3G51490, 4G01037, 4G01880, 4G02680, 5G53320, 5G62310
S1083 	0.00524	7	5273, 6483, 7021, 6507, 6540, 3G06483, 3G06530
S1089 	0.02534	6	5489, 1G31360, 2G25660, 3G25660, 5G40440, 5G51070
S1093sl 	0.01767	28	6859, 6216, 6865, 5427, 5634, 5703, 6458, 6969, 5822, 6454, 1G06270, 1G80360, 2G04660, 2G25730, 2G31740, 2G47790, 3G06530, 3G10700, 3G28040, 3G46220, 3G56940, 5G03070, 5G12290, 5G14450, 5G19640, 5G20170, 5G47040, 5G58410
S1095 	0.02861	12	6384, 6363, 6947, 6792, 7128, 3G03380, 3G06920, 5G08580, 5G11040, 5G47040, 5G65990, 5G66960
S1096 	0.03914	0	
S1097 	0.01869	0	
S1098 	0.02331	1	
S1100 	0.01418	41	5348, 5614, 6459, 6034, 5942, 6639, 6216, 6150, 5990, 4802, 5642, 6785, 5865, 6430, 5354, 1G31360, 1G49820, 1G53270, 1G63700, 1G67120, 1G72280, 2G04660, 2G26200, 2G32900, 3G04340, 3G06920, 3G07420, 3G12280, 3G16150, 3G16910, 3G18730, 3G55580, 4G01730, 4G04350, 4G26750, 4G32430, 4G34350, 5G03280, 5G12900, 5G16310, 5G45780
S1102 	0.0174	11	5703, 7577, 6483, 7021, 1G02970, 1G04730, 1G06590, 2G04660, 3G06483, 4G02780, 5G46220
S1103 	0.03035	7	5921, 1G51550, 1G65320, 2G04660, 2G31970, 3G07080, 5G22800
S1106sl 	0.04638	0	
S1110 	0.02	23	6016, 6848, 7324, 6864, 6660, 6056, 5018, 5849, 5354, 6572, 1G03090, 1G60560, 2G13610, 2G26200, 2G35610, 3G18290, 4G16660, 4G31540, 4G34310, 4G34850, 5G22800, 5G54830, 5G55540
S1111 	0.12494	0	
S1113 	0.05797	2	6016, 4G08920
S1114-2 	0.03176	14	5168, 6992, 4954, 6041, 4992, 5822, 6448, 7333, 1G29690, 1G31360, 1G63660, 2G17510, 3G11960, 5G02480
S1116 	0.02715	3	5326, 6791, 5G60600
S1117 	0.04126	0	
S1118 	0.01977	0	
S1119 	0.08494	0	
S1120 	0.04004	8	5280, 7313, 5454, 7583, 6854, 3G01100, 3G22170, 3G58520
S1121 	0.06766	1	
S1128 	0.02428	35	6412, 4471, 6406, 5960, 7241, 6639, 6298, 5840, 5018, 6458, 5980, 6732, 5968, 6373, 5304, 5926, 6507, 7296, 1G05960, 1G06560, 1G14300, 1G15980, 1G65840, 1G77405, 2G46370, 2G47790, 3G52970, 3G57610, 4G02460, 4G04640, 4G33410, 5G08415, 5G13630, 5G40480, 5G55540
S1129sl 	0.03116	27	5177, 6148, 4471, 7313, 6050, 5980, 5430, 5950, 6483, 6274, 6457, 5257, 1G06590, 1G15980, 1G49040, 1G79150, 1G79560, 1G80460, 3G06483, 3G25430, 3G48380, 4G02460, 5G40480, 5G45900, 5G49030, 5G54080, 5G63010
S1148 	0.02339	43	6933, 7602, 6148, 6412, 6639, 6270, 5941, 5980, 7273, 6460, 6483, 1G06440, 1G10240, 1G12150, 1G15980, 1G48880, 1G73960, 2G18760, 2G35040, 2G40860, 2G41190, 3G01060, 3G06270, 3G06483, 3G07080, 3G09090, 3G10230, 3G16270, 3G19810, 3G23020, 3G47700, 4G14940, 4G15420, 4G16144, 4G20050, 4G30720, 4G31850, 4G33760, 4G34260, 4G35760, 4G36180, 5G18670, 5G22800
S1168 	0.02021	11	7602, 6848, 5271, 1G72500, 1G73960, 4G04350, 4G08920, 4G15420, 5G22750, 5G40440, 5G65990
S1176 	0.03659	15	7279, 6685, 6746, 6947, 1G06590, 1G55270, 1G65380, 3G17640, 3G19970, 5G22510, 5G22800, 5G38530, 5G44000, 5G58750, 5G62130
S1177 	0.0165	6	6405, 5406, 3G14470, 4G21770, 4G24610, 4G34310
S1180 	0.01107	64	5489, 5206, 5273, 5870, 6492, 6864, 6859, 6114, 6216, 6258, 6649, 6198, 6098, 7021, 4796, 6447, 5656, 6746, 6383, 1G01910, 1G03090, 1G04110, 1G10330, 1G12330, 1G12470, 1G16770, 1G18270, 1G22620, 1G49970, 1G52520, 1G66830, 1G71220, 1G73960, 1G74460, 2G21470, 2G31740, 2G38770, 2G39620, 2G40070, 2G40840, 3G01150, 3G04340, 3G04740, 3G06530, 3G08960, 4G02260, 4G03220, 4G20050, 4G20090, 4G21770, 4G23540, 4G24790, 4G28080, 4G35870, 5G04360, 5G18700, 5G40440, 5G40480, 5G48270, 5G51750, 5G55250, 5G58480, 5G60980, 5G65950
S1181-2 	0.04159	0	
S1182 	0.02113	19	5733, 6865, 6689, 6958, 6320, 1G06260, 1G57770, 2G13610, 2G28070, 2G38000, 2G39970, 3G10380, 3G17640, 4G28080, 5G18700, 5G35560, 5G38530, 5G49030, 5G51340
S1184 	0.04047	24	6114, 4802, 6198, 5958, 6064, 1G03100, 1G04730, 1G07590, 1G20560, 2G04660, 3G05350, 3G18730, 4G04640, 4G20850, 4G23540, 4G32430, 5G02820, 5G14210, 5G17250, 5G22510, 5G40820, 5G58480, 5G58750, 5G61400
S1187sl 	0.02044	12	6216, 6051, 5551, 1G11915, 1G12470, 1G60490, 2G23140, 2G40070, 3G29320, 3G48150, 4G28080, 5G59900
S1188 	0.03885	4	1G68930, 3G48380, 4G16660, 5G22800
S1189 	0.01366	45	5489, 6072, 6412, 7241, 6667, 6785, 6649, 6538, 5620, 6746, 5940, 5944, 5926, 6398, 7296, 1G10910, 1G24610, 1G25570, 1G29690, 1G31360, 1G47670, 1G53270, 1G61600, 1G63160, 1G65380, 2G04842, 2G15620, 2G39830, 2G40760, 3G01060, 3G06810, 3G10030, 3G17810, 3G18730, 3G54790, 4G10950, 4G23540, 4G24610, 5G14510, 5G19640, 5G30510, 5G43920, 5G46070, 5G48520, 5G53480
S1201sl 	0.00532	7	6859, 6565, 4796, 6685, 2G31970, 3G49400, 5G50210
S1204 	0.04749	0	
S1208sl 	0.02194	9	5933, 6779, 7021, 5596, 6792, 6968, 6318, 2G20050, 5G49830
S1210 	0.03317	7	6198, 1G03090, 1G72970, 3G10030, 3G44880, 5G11390, 5G54830
S1211 	0.00779	16	5404, 7141, 5206, 6914, 6048, 5644, 5791, 6430, 6636, 1G02420, 4G03220, 4G08150, 4G17090, 5G18700, 5G25230, 5G49430
S1213 	0.0239	24	5816, 7141, 6859, 6026, 6500, 5299, 6130, 6913, 5188, 6636, 1G04110, 1G04970, 1G08460, 1G16070, 1G68930, 2G22120, 2G27590, 3G51930, 4G01730, 4G22720, 4G26750, 5G13690, 5G15300, 5G66960
S1214sl 	0.02019	27	7141, 5913, 7067, 6859, 6500, 5335, 6860, 6128, 1G10330, 1G25570, 1G55760, 1G68050, 2G26180, 3G02570, 3G06860, 3G12610, 3G27870, 3G52970, 4G01730, 4G04350, 5G13560, 5G22450, 5G39500, 5G39710, 5G58230, 5G63860, 5G64370
S1220 	0.02347	6	6299, 5339, 5926, 6968, 6318, 5G49830
S1221sl 	0.05151	6	6226, 6924, 2G16880, 2G25660, 5G45780, 5G54180
S1223 	0.01539	40	6492, 6114, 6639, 6198, 6098, 5936, 5449, 6282, 7021, 1G01910, 1G03100, 1G09870, 1G10385, 1G18270, 1G48880, 1G51550, 1G55760, 1G72500, 1G79560, 2G21610, 2G35150, 2G38500, 2G40860, 3G04340, 3G04740, 3G15550, 4G00550, 4G23540, 4G39470, 5G02480, 5G14700, 5G35560, 5G43920, 5G44240, 5G45900, 5G52850, 5G54570, 5G56580, 5G60570, 5G60980
S1227 	0.0142	33	4932, 7174, 4471, 5599, 5339, 6492, 5220, 6882, 6404, 6026, 5922, 7628, 5791, 5944, 6068, 7361, 6507, 6797, 1G06950, 1G55270, 1G60490, 2G39620, 3G04340, 3G23020, 3G52200, 3G55580, 4G02780, 4G03020, 4G04970, 5G03070, 5G07590, 5G25230, 5G40480
S1229-2 	0.02636	20	6072, 6864, 6526, 5454, 7135, 5634, 5299, 6883, 6373, 1G66830, 1G68830, 1G76400, 3G57610, 5G11040, 5G13030, 5G14510, 5G22800, 5G38530, 5G51690, 5G63420
S1230 	0.04612	12	5335, 6958, 6098, 5791, 2G02560, 3G07080, 3G07420, 3G51470, 4G04350, 4G15420, 5G47040, 5G60980
S1232sl 	0.0457	12	6563, 5943, 6792, 1G30000, 1G80460, 2G40860, 3G04340, 3G26700, 4G17230, 5G11560, 5G18700, 5G63770
S1234 	0.04989	14	5921, 5910, 5950, 1G05910, 1G48090, 1G55910, 1G78280, 3G26670, 3G48610, 4G24220, 5G08580, 5G14230, 5G22450, 5G54690
S1235sl 	0.00476	21	6933, 5664, 5870, 6864, 6893, 6860, 5642, 5699, 5843, 6685, 6029, 6507, 6782, 1G68930, 2G46060, 3G02260, 3G06860, 4G00550, 4G35870, 5G17530, 5G40480
S1238sl 	0.00811	20	5770, 6864, 4954, 5899, 6198, 6507, 1G04970, 1G12470, 1G13970, 1G33410, 1G49040, 2G31740, 2G33770, 3G20240, 3G51930, 5G19730, 5G20890, 5G45780, 5G60600, 5G63050
S1239 	0.02933	20	5477, 5642, 6601, 6462, 1G12470, 1G72970, 2G20050, 2G39730, 3G07080, 3G21420, 3G56370, 4G24220, 4G29010, 5G18700, 5G19730, 5G22450, 5G22750, 5G27970, 5G53920, 5G63640
S1241 	0.12957	1	
S1245 	0.0253	31	7602, 5404, 6914, 5090, 5899, 6667, 6439, 5328, 6401, 7333, 1G04970, 1G08460, 1G10020, 1G51550, 1G55150, 2G32290, 3G06920, 3G07080, 3G07420, 3G15550, 3G57180, 3G60830, 4G02990, 4G03020, 4G05090, 4G33440, 5G08530, 5G55540, 5G58480, 5G58750, 5G63410
S1246 	0.01399	56	6420, 6176, 6412, 4471, 6487, 6864, 6882, 6298, 6221, 5899, 5335, 5513, 7325, 6533, 6458, 6679, 6119, 7013, 6064, 6284, 5919, 6175, 5406, 1G06950, 1G09870, 1G11915, 1G15980, 1G66830, 1G69860, 1G79080, 2G27590, 2G35610, 3G07140, 3G08760, 3G14470, 3G15550, 3G22980, 3G57180, 4G02680, 4G16420, 4G18950, 4G19460, 4G31850, 5G04710, 5G04930, 5G08310, 5G08490, 5G12290, 5G14510, 5G16420, 5G19130, 5G22260, 5G36890, 5G40480, 5G54690, 5G55540
S1249 	0.02442	24	6056, 6405, 5634, 6913, 5123, 6563, 5943, 5257, 1G20560, 1G60560, 1G65380, 2G35920, 3G12610, 3G51930, 4G04350, 4G04640, 4G21680, 4G24790, 4G34850, 5G14230, 5G24810, 5G51070, 5G58430, 5G65990
S1250sl 	0.02673	24	5038, 6016, 6384, 5664, 6026, 6405, 7194, 5449, 6448, 1G10330, 1G31360, 1G55250, 1G55590, 1G57770, 3G01460, 3G14120, 4G20850, 4G38010, 5G04550, 5G13020, 5G47040, 5G47690, 5G48270, 5G62130
S1251 	0.03304	10	5200, 6098, 5721, 1G75200, 1G80460, 4G01037, 5G30510, 5G35460, 5G51690, 5G60980
S1258-2 	0.03177	0	
S1260 	0.03826	10	6432, 6947, 1G65380, 4G28220, 4G32430, 5G08580, 5G13030, 5G22510, 5G36890, 5G37830
S1261 	0.09286	1	
S1262 	0.09408	3	1G55270, 4G31850, 5G51750
S1266sl 	0.02603	22	5280, 5716, 6238, 5018, 6405, 6226, 6601, 6041, 5531, 6947, 1G72970, 2G32900, 2G40770, 3G01060, 3G19210, 3G26700, 4G17090, 4G18950, 4G30790, 4G31200, 4G34850, 5G60570
S1269 	0.02687	13	6405, 6226, 6601, 6563, 6947, 1G68740, 2G37320, 2G40770, 3G01670, 4G30790, 5G37830, 5G44240, 5G56220
S1270 	0.06307	6	6303, 6527, 4G08920, 5G37830, 5G50210, 5G51750
S1276 	0.04988	0	
S1278 	0.02137	4	5536, 1G06260, 3G03710, 4G20050
S1279 	0.03756	11	6639, 5536, 5791, 5528, 1G60995, 1G80360, 2G37310, 3G01670, 3G50660, 5G13020, 5G24240
S1314 	0.05448	4	6531, 6198, 6454, 2G25730
S1315 	0.03621	17	5280, 5716, 6298, 6164, 5594, 6531, 1G10910, 1G15440, 1G24706, 3G11540, 3G20240, 4G23940, 4G36180, 5G04360, 5G13030, 5G22800, 5G44000
S1318-2 	0.03037	2	2G15695, 5G17250
S1319 	0.01566	1	
S1328sl 	0.03995	8	6072, 6376, 6500, 6458, 4992, 2G34640, 3G06920, 5G43920
S1331 	0.0398	6	5933, 5840, 5644, 6128, 1G65840, 2G46890
S1332 	0.0175	26	5913, 6221, 5264, 6056, 5841, 6913, 5271, 1G16770, 1G57770, 1G60560, 1G67840, 2G15620, 2G25660, 2G26170, 2G35720, 3G17810, 3G19990, 3G51490, 3G55160, 3G56120, 3G60830, 4G02990, 4G11120, 4G18950, 5G14210, 5G46220
S1336 	0.03898	0	
S1339 	0.03098	8	6128, 5528, 6924, 6454, 2G26690, 3G49400, 5G50210, 5G54180
S1341 	0.0833	0	
S1342 	0.02731	1	
S1354 	0.03723	3	1G09900, 3G06920, 4G33760
S1365 	0.04336	16	6406, 6652, 6859, 5477, 6216, 5990, 6041, 1G10240, 2G30520, 3G04340, 3G56370, 4G34310, 5G25230, 5G35460, 5G49030, 5G65990
S1366 	0.03693	24	4744, 6221, 6660, 7028, 5594, 5703, 5859, 6119, 6227, 7333, 1G10020, 1G51550, 2G35150, 2G40760, 3G22170, 3G55070, 4G16660, 4G32430, 5G02480, 5G08580, 5G36890, 5G40740, 5G54180, 5G63010
S1368 	0.07563	2	5958, 4G20050
S1369 	0.03134	38	6393, 4932, 5280, 5064, 6432, 5702, 5273, 6492, 5163, 6641, 6689, 6439, 7194, 5853, 7296, 1G13970, 1G49970, 1G50200, 1G67840, 1G71220, 1G72500, 2G16440, 2G30520, 2G40760, 3G03380, 3G56310, 4G03020, 4G17370, 4G20850, 4G29810, 4G37030, 5G02810, 5G16280, 5G20170, 5G40480, 5G54570, 5G63010, 5G63420
S1370 	0.03678	14	5038, 5200, 5460, 4802, 6405, 6175, 1G25500, 1G25570, 1G75200, 2G27090, 2G38000, 3G51930, 5G17230, 5G21990
S1371 	0.09959	4	1G55250, 2G04660, 2G28070, 4G24790
S1374 	0.06466	7	7325, 7583, 1G15440, 2G17510, 3G09650, 5G54080, 5G63920
S1375 	0.03926	6	7363, 6713, 6383, 1G80350, 2G42750, 3G27730
S1376 	0.02368	20	7136, 7279, 6641, 5421, 5859, 5116, 1G04970, 1G20080, 1G48880, 1G60995, 1G70820, 3G03710, 3G51490, 4G02030, 4G04350, 4G17370, 4G19460, 5G08660, 5G40440, 5G58430
S1378 	0.03655	7	6038, 1G48090, 1G71220, 2G39260, 4G20850, 5G47040, 5G62310
S1381 	0.02151	12	5404, 5921, 5104, 6128, 5918, 5977, 6947, 1G02970, 1G47670, 2G38770, 2G41700, 3G55580
S1400 	0.10435	0	
S1401 	0.06085	6	4744, 6713, 6854, 1G63700, 2G40860, 5G47040
S1405 	0.03021	14	6384, 5922, 6405, 6488, 5944, 1G06590, 1G57770, 1G73960, 1G78280, 1G79560, 3G01460, 3G03710, 3G06880, 5G04480
S1407 	0.06529	2	6785, 3G27730
S1408 	0.0461	3	7111, 5822, 5G65950
S1409 	0.03004	23	6238, 6303, 6056, 7028, 6405, 6226, 6601, 6029, 1G01220, 1G07590, 1G10385, 1G60560, 1G68050, 2G40770, 2G41700, 3G01670, 3G08960, 3G17640, 3G19210, 4G26090, 4G30790, 5G04480, 5G65990
S1419 	0.05448	9	6462, 6636, 4848, 5257, 3G23020, 3G52970, 3G60830, 5G24240, 5G54180
S1421 	0.04712	1	
S1422 	0.00957	55	7602, 7136, 7279, 6864, 5163, 6238, 6026, 6689, 7325, 6128, 5430, 6198, 5858, 6119, 6051, 4992, 6029, 5355, 6318, 5296, 1G10385, 1G15740, 1G30000, 1G30010, 1G63160, 1G67560, 1G67840, 1G70260, 1G73930, 1G77405, 1G79080, 1G80460, 2G04270, 2G32590, 2G39450, 2G40730, 3G23020, 3G25430, 4G16144, 4G20060, 4G24620, 4G24740, 4G35560, 5G04360, 5G05680, 5G06970, 5G15400, 5G19180, 5G22800, 5G40405, 5G54830, 5G55250, 5G58750, 5G62370, 5G63410
S1424 	0.01253	6	5104, 6303, 6544, 5853, 1G59980, 2G07360
S1428 	0.03303	7	5922, 7135, 6226, 6713, 5355, 1G69860, 5G26820
S1442 	0.02881	7	6848, 6992, 5644, 6128, 5271, 6448, 2G46890
S1449 	0.02433	25	7602, 5421, 5968, 6791, 6407, 6029, 6038, 1G03100, 2G36840, 2G40730, 2G41670, 3G09090, 3G17880, 3G17900, 3G47700, 3G52970, 4G20060, 4G34310, 4G35560, 5G02270, 5G12470, 5G20890, 5G22260, 5G40740, 5G63840
S1451 	0.00979	18	5960, 7363, 6864, 6298, 5981, 5791, 6544, 5866, 1G05960, 1G06590, 1G60070, 2G17510, 3G02570, 3G17900, 4G08150, 4G27640, 5G06970, 5G50210
S1458 	0.06363	0	
S1459 	0.023	0	
S1460 	0.01534	17	5168, 5702, 4802, 5644, 6533, 7273, 5699, 5936, 5853, 6227, 6792, 3G21720, 3G48610, 3G61960, 5G41800, 5G56580, 5G63860
S1462 	0.00805	11	5921, 5427, 5634, 6378, 6458, 6462, 6791, 5354, 3G01460, 3G61960, 4G26090
S1464 	0.0286	0	
S1474 	0.04705	9	5335, 4942, 6969, 6447, 1G73990, 2G20190, 2G24230, 3G09090, 5G61560
S1475 	0.02704	19	6946, 6050, 5477, 5733, 5634, 6320, 6913, 6685, 6544, 6373, 6947, 6318, 1G55250, 1G72970, 3G23430, 4G17140, 4G20850, 4G31850, 5G20890
S1498 	0.01087	10	5273, 6601, 7021, 6685, 6854, 6038, 6507, 3G06530, 3G55160, 5G58410
S1506 	0.02219	6	6041, 6029, 5822, 4G15420, 4G21770, 4G23940
S1509 	0.04376	2	7279, 2G17020
S1519 	0.09993	3	1G01220, 2G37320, 5G11390
S1539 	0.00693	52	6946, 4471, 5131, 6864, 4954, 6150, 6298, 6641, 6955, 5642, 6128, 5918, 6732, 5398, 6636, 6947, 5554, 6457, 6540, 1G03390, 1G06710, 1G09010, 1G09870, 1G12150, 1G49040, 1G80350, 2G31530, 2G42750, 2G42850, 2G43890, 3G01100, 3G02570, 3G03710, 3G06920, 3G16150, 3G17900, 3G22170, 3G58520, 4G02730, 4G02990, 4G10020, 4G33410, 5G02810, 5G02820, 5G04930, 5G11380, 5G13420, 5G13630, 5G15400, 5G17530, 5G19690, 5G38530
S1541sl 	0.03211	10	7313, 5644, 5922, 5406, 1G01220, 1G01770, 1G49040, 1G76730, 5G15540, 5G47040
S1561 	0.04286	0	
S1579 	0.02018	30	5038, 6864, 5335, 6405, 5703, 4942, 5918, 6483, 6563, 7628, 5596, 7029, 6883, 6488, 6029, 5822, 5944, 6457, 1G60070, 1G68830, 2G07360, 2G13370, 3G10380, 4G36630, 5G11040, 5G16210, 5G16280, 5G23300, 5G49810, 5G51070
SRR11470320 	0.00268	6	6601, 5950, 6685, 3G02260, 3G11540, 5G22030
