"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"LN877383", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis lyrata", "LN877383", "", "", "", "", "", "", "Y", "", "", "", "C", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Arabidopsis lyrata", NA, NA, NA, NA, "", "", "I", ""
"LN877384", "Arabidopsideae trib. nov.", "Arabidopsis", "Arabidopsis pedemontana", "LN877384", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabidopsis pedemontana", NA, NA, NA, NA, "", "", "I", ""
"LN877385", "Camelineae I", "Capsella", "Capsella rubella", "LN877385", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Capsella rubella", NA, NA, NA, NA, "", "", "I", ""
"LN877386", "Camelineae I", "Camelina", "Camelina sativa", "LN877386", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Camelina sativa", "", NA, NA, NA, NA, "", "", "I", ""
"LT629930", "Cochlearieae", "Ionopsidium", "Ionopsidium megalospermum", "LT629930", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Ionopsidium megalospermum", NA, NA, NA, NA, "", "", "", "Cochlearieae"
"MF169880.1", "Alysseae", "Alyssum", "Alyssum gmelinii", "MF169880.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Alyssum gmelinii", NA, NA, NA, NA, "", "", "IV", ""
"MK637648", "Alysseae", "Alyssum", "Alyssum alyssoides", "MK637648", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Alyssum alyssoides", NA, NA, NA, NA, "", "", "IV", ""
"MK637649", "Asperuginoideae trib. nov.", "Asperuginoides", "Asperuginoides axillaris", "MK637649", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Asperuginoides axillaris", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637650", "Alysseae", "Aurinia", "Aurinia corymbosa", "MK637650", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Aurinia corymbosa", NA, NA, NA, NA, "", "", "IV", ""
"MK637651", "Alysseae", "Alyssum", "Alyssum dasycarpum", "MK637651", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Alyssum dasycarpum", NA, NA, NA, NA, "", "", "IV", ""
"MK637652", "Boechereae", "Anelsonia", "Anelsonia eurycarpa", "MK637652", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Anelsonia eurycarpa", "", NA, NA, NA, NA, "", "", "I", ""
"MK637654", "Fourraeeae", "Hurkaea", "Hurkaea josiae", "MK637654", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Hurkaea josiae", NA, NA, NA, NA, "", "", "II", ""
"MK637655", "Alysseae", "Alyssum", "Alyssum linifolium", "MK637655", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Alyssum linifolium", NA, NA, NA, NA, "", "", "IV", ""
"MK637657", "Alyssopsideae", "Alyssopsis", "Alyssopsis mollis", "MK637657", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Alyssopsis mollis", "", NA, NA, NA, NA, "", "", "I", ""
"MK637658", "Aphragmeae", "Aphragmus", "Aphragmus nepalensis", "MK637658", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Aphragmus nepalensis", NA, NA, NA, NA, "", "", "II", ""
"MK637659", "Arabideae", "Aubrieta", "Aubrieta parvifolia", "MK637659", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Aubrieta parvifolia", NA, NA, NA, NA, "", "", "IV", ""
"MK637660", "Thlaspideae", "Alliaria", "Alliaria petiolata", "MK637660", "", "", "", "", "", "", "Y", "", "", "", "CT", NA, NA, NA, NA, NA, "", "Y", "Y", "", "Alliaria petiolata", "", NA, NA, NA, NA, "", "", "II", ""
"MK637661", "Aethionemeae", "Aethionema", "Aethionema saxatile", "MK637661", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Aethionema saxatile", "", NA, NA, NA, NA, "", "", "basal", ""
"MK637662", "Asteae", "Asta", "Asta schaffneri", "MK637662", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Asta schaffneri", NA, NA, NA, NA, "", "", "V", ""
"MK637663", "Aethionemeae", "Aethionema", "Aethionema spinosum", "MK637663", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Aethionema spinosum", NA, NA, NA, NA, "", "", "basal", ""
"MK637664", "Microlepidieae", "Arabidella", "Arabidella trisecta", "MK637664", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Arabidella trisecta", "", NA, NA, NA, NA, "", "", "I", ""
"MK637665", "Arabideae", "Arabis", "Arabis verna", "MK637665", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabis verna", NA, NA, NA, NA, "", "", "IV", ""
"MK637666", "Eudemeae", "Brayopsis", "Brayopsis alpaminae", "MK637666", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Brayopsis alpaminae", NA, NA, NA, NA, "", "", "V", ""
"MK637667", "Boechereae", "Boechera", "Boechera breweri", "MK637667", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera breweri", NA, NA, NA, NA, "", "", "I", ""
"MK637668", "Boechereae", "Boechera", "Boechera davidsonii", "MK637668", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera davidsonii", NA, NA, NA, NA, "", "", "I", ""
"MK637669", "Biscutelleae", "Biscutella", "Biscutella laevigata", "MK637669", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Biscutella laevigata", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637670", "Boechereae", "Boechera", "Boechera laevigata", "MK637670", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera laevigata", NA, NA, NA, NA, "", "", "I", ""
"MK637671", "Boechereae", "Boechera", "Boechera puberula", "MK637671", "", "", "", "", "", "", "Y", "", "", "", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera puberula", NA, NA, NA, NA, "", "", "I", ""
"MK637672", "Boechereae", "Boechera", "Boechera pulchra", "MK637672", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera pulchra", NA, NA, NA, NA, "", "", "I", ""
"MK637673", "Boechereae", "Boechera", "Boechera stricta", "MK637673", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Boechera stricta", NA, NA, NA, NA, "", "", "I", ""
"MK637674", "Boechereae", "Boechera", "Boechera suffrutescens", "MK637674", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Boechera suffrutescens", NA, NA, NA, NA, "", "", "I", ""
"MK637675", "Biscutelleae", "Biscutella", "Biscutella vincentina", "MK637675", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Biscutella vincentina", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637676", "Dontostemoneae", "Clausia", "Clausia aprica", "MK637676", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Clausia aprica", "", NA, NA, NA, NA, "", "", "III", ""
"MK637677", "Cardamineae", "Cardamine", "Cardamine bulbifera", "MK637677", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine bulbifera", NA, NA, NA, NA, "", "", "I", ""
"MK637678", "Chamireae", "Chamira", "Chamira circaeoides", "MK637678", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Chamira circaeoides", "", NA, NA, NA, NA, "", "", "V", ""
"MK637679", "Cardamineae", "Cardamine", "Cardamine enneaphyllos", "MK637679", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine enneaphyllos", NA, NA, NA, NA, "", "", "I", ""
"MK637680", "Cardamineae", "Cardamine", "Cardamine glanduligera", "MK637680", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine glanduligera", NA, NA, NA, NA, "", "", "I", ""
"MK637681", "Cardamineae", "Cardamine", "Cardamine hirsuta", "MK637681", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine hirsuta", NA, NA, NA, NA, "", "", "I", ""
"MK637682", "Calepineae", "Calepina", "Calepina irregularis", "MK637682", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Calepina irregularis", "", NA, NA, NA, NA, "", "", "II", ""
"MK637683", "Alysseae", "Clypeola", "Clypeola jonthlaspi", "MK637683", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Clypeola jonthlaspi", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637684", "Cardamineae", "Cardamine", "Cardamine kitaibelii", "MK637684", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine kitaibelii", NA, NA, NA, NA, "", "", "I", ""
"MK637685", "Brassiceae", "Crambe", "Crambe kralikii", "MK637685", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Crambe kralikii", NA, NA, NA, NA, "", "", "II", ""
"MK637686", "Crucihimalayeae", "Crucihimalaya", "Crucihimalaya lasiocarpa", "MK637686", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Crucihimalaya lasiocarpa", NA, NA, NA, NA, "", "", "I", ""
"MK637687", "Cleomaceae", "Cleome", "Cleome lutea", "MK637687", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cleome lutea", NA, NA, NA, NA, "", "", "", ""
"MK637688", "Brassiceae", "Crambe", "Crambe maritima", "MK637688", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Crambe maritima", "", NA, NA, NA, NA, "", "", "II", ""
"MK637689", "Conringieae", "Conringia", "Conringia orientalis", "MK637689", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Conringia orientalis", "", NA, NA, NA, NA, "", "", "II", ""
"MK637691", "Cardamineae", "Cardamine", "Cardamine pentaphyllos", "MK637691", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine pentaphyllos", NA, NA, NA, NA, "", "", "I", ""
"MK637692", "Cremolobeae", "Cremolobus", "Cremolobus peruvianus", "MK637692", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Cremolobus peruvianus", "", NA, NA, NA, NA, "", "", "V", ""
"MK637693", "Isatideae", "Iljinskaea", "Iljinskaea planisiliqua", "MK637693", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Iljinskaea planisiliqua", "", NA, NA, NA, NA, "", "", "II", ""
"MK637694", "Isatideae", "Iljinskaea", "Iljinskaea planisiliqua", "MK637694", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Iljinskaea planisiliqua", "", NA, NA, NA, NA, "", "", "II", ""
"MK637695", "Cardamineae", "Cardamine", "Cardamine quinquefolia", "MK637695", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine quinquefolia", NA, NA, NA, NA, "", "", "I", ""
"MK637697", "Chorisporeae", "Chorispora", "Chorispora tenella", "MK637697", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Chorispora tenella", "", NA, NA, NA, NA, "", "", "III", ""
"MK637698", "Dontostemoneae", "Clausia", "Clausia trichosepala", "MK637698", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Clausia trichosepala", NA, NA, NA, NA, "", "", "III", ""
"MK637699", "Arabideae", "Draba", "Draba aizoides", "MK637699", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Draba aizoides", NA, NA, NA, NA, "", "", "IV", ""
"MK637700", "Physarieae", "Dithyrea", "Dithyrea californica", "MK637700", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Dithyrea californica", "", NA, NA, NA, NA, "", "", "I", ""
"MK637701", "Descurainieae", "Descurainia", "Descurainia erodiifolia", "MK637701", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Descurainia erodiifolia", NA, NA, NA, NA, "", "", "I", ""
"MK637702", "Hemilophieae trib. nov.", "Dipoma", "Dipoma iberideum", "MK637702", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Dipoma iberideum", "", NA, NA, NA, NA, "", "", "I", ""
"MK637703", "Arabideae", "Draba", "Draba incana", "MK637703", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Draba incana", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637704", "Dontostemoneae", "Dontostemon", "Dontostemon micranthus", "MK637704", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Dontostemon micranthus", NA, NA, NA, NA, "", "", "III", ""
"MK637705", "Arabideae", "Draba", "Draba oligosperma", "MK637705", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Draba oligosperma", NA, NA, NA, NA, "", "", "IV", ""
"MK637706", "Lepidieae", "Delpinophytum", "Delpinophytum patagonicum", "MK637706", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Delpinophytum patagonicum", "", NA, NA, NA, NA, "", "", "I", ""
"MK637707", "Descurainieae", "Descurainia", "Descurainia sophia", "MK637707", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Descurainia sophia", "", NA, NA, NA, NA, "", "", "I", ""
"MK637708", "Chorisporeae", "Diptychocarpus", "Diptychocarpus strictus", "MK637708", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Diptychocarpus strictus", "", NA, NA, NA, NA, "", "", "III", ""
"MK637709", "Arabideae", "Draba", "Draba verna", "MK637709", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Draba verna", NA, NA, NA, NA, "", "", "IV", ""
"MK637710", "Physarieae", "Dimorphocarpa", "Dimorphocarpa wislizenii", "MK637710", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Dimorphocarpa wislizenii", "", NA, NA, NA, NA, "", "", "I", ""
"MK637711", "Erysimeae", "Erysimum", "Erysimum bicolor", "MK637711", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Erysimum bicolor", NA, NA, NA, NA, "", "", "I", ""
"MK637712", "Eutremeae", "Eutrema", "Eutrema integrifolium", "MK637712", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema integrifolium", NA, NA, NA, NA, "", "", "II", ""
"MK637713", "Eudemeae", "Eudema", "Eudema nubigena", "MK637713", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eudema nubigena", NA, NA, NA, NA, "", "", "V", ""
"MK637714", "Erysimeae", "Erysimum", "Erysimum odoratum", "MK637714", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Erysimum odoratum", NA, NA, NA, NA, "", "", "I", ""
"MK637715", "Eutremeae", "Eutrema", "Eutrema salsugineum", "MK637715", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema salsugineum", NA, NA, NA, NA, "", "", "II", ""
"MK637716", "Halimolobeae", "Exhalimolobos", "Exhalimolobos weddellii", "MK637716", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Exhalimolobos weddellii", NA, NA, NA, NA, "", "", "I", ""
"MK637717", "Fourraeeae", "Fourraea", "Fourraea alpina", "MK637717", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Fourraea alpina", "", NA, NA, NA, NA, "", "", "II", ""
"MK637718", "Brassiceae", "Guiraoa", "Guiraoa arvensis", "MK637718", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Guiraoa arvensis", "", NA, NA, NA, NA, "", "", "II", ""
"MK637719", "Calepineae", "Goldbachia", "Goldbachia laevigata", "MK637719", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Goldbachia laevigata", "", NA, NA, NA, NA, "", "", "II", ""
"MK637720", "Heliophileae", "Heliophila", "Heliophila amplexicaulis", "MK637720", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Heliophila amplexicaulis", NA, NA, NA, NA, "", "", "V", ""
"MK637721", "Biscutelleae", "Heldreichia", "Heldreichia bupleurifolia", "MK637721", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Heldreichia bupleurifolia", "", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637722", "Brassiceae", "Henophyton", "Henophyton deserti", "MK637722", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Henophyton deserti", "", NA, NA, NA, NA, "", "", "II", ""
"MK637723", "Brassiceae", "Horwoodia", "Horwoodia dicksoniae", "MK637723", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Horwoodia dicksoniae", "", NA, NA, NA, NA, "", "", "II", ""
"MK637724", "Heliophileae", "Heliophila", "Heliophila juncea", "MK637724", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Heliophila juncea", NA, NA, NA, NA, "", "", "V", ""
"MK637725", "Heliophileae", "Heliophila", "Heliophila longifolia", "MK637725", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Heliophila longifolia", NA, NA, NA, NA, "", "", "V", ""
"MK637726", "Hillielleae", "Hilliella", "Hilliella paradoxa", "MK637726", "", "", "", "", "", "", "Y", "", "", "", "Ta", NA, NA, NA, NA, NA, "", "", "", "", "", "Hilliella paradoxa", NA, NA, NA, NA, "", "", "", ""
"MK637727", "Hesperideae", "Hesperis", "Hesperis persica", "MK637727", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Hesperis persica", NA, NA, NA, NA, "", "", "III", ""
"MK637728", "Descurainieae", "Hornungia", "Hornungia petraea", "MK637728", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Hornungia petraea", "", NA, NA, NA, NA, "", "", "I", ""
"MK637729", "Heliophileae", "Heliophila", "Heliophila pusilla", "MK637729", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Heliophila pusilla", NA, NA, NA, NA, "", "", "V", ""
"MK637730", "Hemilophieae trib. nov.", "Hemilophia", "Hemilophia sessilifolia", "MK637730", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Hemilophia sessilifolia", NA, NA, NA, NA, "", "", "I", ""
"MK637731", "Hesperideae", "Hesperis", "Hesperis tristis", "MK637731", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Hesperis tristis", NA, NA, NA, NA, "", "", "III", ""
"MK637732", "Anchonieae", "Iskandera", "Iskandera alaica", "MK637732", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Iskandera alaica", NA, NA, NA, NA, "", "", "III", ""
"MK637733", "Iberideae I", "Iberis", "Iberis amara", "MK637733", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Iberis amara", NA, NA, NA, NA, "", "", "", "Iberis"
"MK637734", "Cardamineae", "Iodanthus", "Iodanthus pinnatifidus", "MK637734", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Iodanthus pinnatifidus", "", NA, NA, NA, NA, "", "", "I", ""
"MK637735", "Subularieae", "Idahoa", "Idahoa scapigera", "MK637735", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Idahoa scapigera", "", NA, NA, NA, NA, "", "", "V", ""
"MK637736", "Isatideae", "Isatis", "Isatis tinctoria", "MK637736", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Isatis tinctoria", "", NA, NA, NA, NA, "", "", "II", ""
"MK637737", "Kernereae", "Kernera", "Kernera saxatilis", "MK637737", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Kernera saxatilis", "", NA, NA, NA, NA, "", "", "II", ""
"MK637738", "Biscutelleae", "Lunaria", "Lunaria annua", "MK637738", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Lunaria annua", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637739", "Lepidieae", "Lepidium", "Lepidium echinatum", "MK637739", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Lepidium echinatum", NA, NA, NA, NA, "", "", "I", ""
"MK637740", "Euclidieae", "Leiospora", "Leiospora exscapa", "MK637740", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Leiospora exscapa", "", NA, NA, NA, NA, "", "", "III", ""
"MK637741", "Crucihimalayeae", "Ladakiella", "Ladakiella klimesii", "MK637741", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Ladakiella klimesii", "", NA, NA, NA, NA, "", "", "I", ""
"MK637742", "Lepidieae", "Lepidium", "Lepidium perfoliatum", "MK637742", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Lepidium perfoliatum", NA, NA, NA, NA, "", "", "I", ""
"MK637743", "Lepidieae", "Lepidium", "Lepidium sativum", "MK637743", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Lepidium sativum", NA, NA, NA, NA, "", "", "I", ""
"MK637744", "Chorisporeae", "Litwinowia", "Litwinowia tenuissima", "MK637744", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Litwinowia tenuissima", "", NA, NA, NA, NA, "", "", "III", ""
"MK637745", "Anchonieae", "Matthiola", "Matthiola alyssifolia", "MK637745", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Matthiola alyssifolia", NA, NA, NA, NA, "", "", "III", ""
"MK637746", "Schizopetaleae", "Mathewsia", "Mathewsia auriculata", "MK637746", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Mathewsia auriculata", NA, NA, NA, NA, "", "", "V", ""
"MK637747", "Oreophytoneae", "Murbeckiella", "Murbeckiella boryi", "MK637747", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Murbeckiella boryi", NA, NA, NA, NA, "", "", "I", ""
"MK637748", "Halimolobeae", "Mancoa", "Mancoa hispida", "MK637748", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Mancoa hispida", "", NA, NA, NA, NA, "", "", "I", ""
"MK637749", "Cremolobeae", "Menonvillea", "Menonvillea linearis", "MK637749", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Menonvillea linearis", "", NA, NA, NA, NA, "", "", "V", ""
"MK637750", "Anchonieae", "Matthiola", "Matthiola longipetala", "MK637750", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Matthiola longipetala", NA, NA, NA, NA, "", "", "III", ""
"MK637751", "Malcolmieae", "Malcolmia", "Malcolmia maritima", "MK637751", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Malcolmia maritima", "", NA, NA, NA, NA, "", "", "I", ""
"MK637752", "Stevenieae", "Macropodium", "Macropodium nivale", "MK637752", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Macropodium nivale", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637753", "Thelypodieae", "Mostacillastrum", "Mostacillastrum orbignyanum", "MK637753", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Mostacillastrum orbignyanum", NA, NA, NA, NA, "", "", "II", ""
"MK637754", "Anchonieae", "Matthiola", "Matthiola ovatifolia", "MK637754", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Matthiola ovatifolia", NA, NA, NA, NA, "", "", "III", ""
