Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S1428,Anastaticeae,Marcus-kochia,littorea,Marcus-kochia littorea,II,exp.II,,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1828479,20956,1957,"S.J. van Ooststroom, T.J. Reichgelt",,France,"dept. Hérault, Carnon, SE of Montpellier, in dunes",https://www.gbif.org/occurrence/2514116448,
S0403,Anastaticeae,Maresia,nana,Maresia nana,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,5557384,36665,2000,A. Polatschek,,Bulgaria,"SE Bulgaria, ca 20 km SSE of Sozopol",,
S0403-2,Anastaticeae,Maresia,nana,Maresia nana,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,5557384,36665,2000,A. Polatschek,,Bulgaria,"SE Bulgaria, ca 20 km SSE of Sozopol",,
S0403sl,Anastaticeae,Maresia,nana,Maresia nana,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,5557384,36665,2000,A. Polatschek,,Bulgaria,"SE Balgaria, 20 km SSE of Sozopol",,
S0343,Anastaticeae,Morettia,philaeana,Morettia philaeana,II,exp.II,,Biopia,,,,"Kasper P. Hendriks, Klaus Mummenhoff",ETH002092,29654,1981,,,,,,
S0343-2,Anastaticeae,Morettia,philaeana,Morettia philaeana,II,exp.II,,Biopia,,,,"Kasper P. Hendriks, Klaus Mummenhoff",ETH002092,29654,1981,,,,,,
S0343sl,Anastaticeae,Morettia,philaeana,Morettia philaeana,II,exp.II,,Biopia,,,,"Kasper P. Hendriks, Klaus Mummenhoff",ETH002092,29654,1981,,,,,,
S1410,Anastaticeae,Morettia,philaeana,Morettia philaeana,II,exp.II,,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470238,38521,2005,K.N.E. Abdel Khalik,K.N.E. Abdel Khalik,Egypt,"St. Katerine, Wadi El Arbeen, Kahf El-Ghola",https://www.gbif.org/occurrence/2516062546,
MK637762,Anastaticeae,Notoceras,bicorne,Notoceras bicorne,,,,,,,,,,,,,,,,,
S0173,Anastaticeae,Notoceras,bicorne,Notoceras bicorne,II,exp.II,,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",Podlech 52519,34793,1995,,,,,,
S0642,Anastaticeae,Notoceras,bicorne,Notoceras bicorne,II,exp.II,,OSBU,,,,Barbara Neuffer,19678,39910,2009,Neuffer,,Spain,"Canary Islands, Lanzarote",,
S1233,Anchonieae,Eremoblastus,caspicus,Eremoblastus caspicus,III,III,III,LE<RUS>,,,,Dmitry A. German,Yunatov & Kuznetsov s.n.,20611,1956,"Yunatov, Kuznetsov",D.A. German,Kazakhstan,"Atyrau (Gur’ev) province, between Makat and Dossor",,Type
S1233-2,Anchonieae,Eremoblastus,caspicus,Eremoblastus caspicus,III,III,III,LE<RUS>,,,,Dmitry A. German,Yunatov & Kuznetsov s.n.,20611,1956,"Yunatov, Kuznetsov",D.A. German,Kazakhstan,"Atyrau (Gur’ev) province, between Makat and Dossor",,Type
S0656,Anchonieae,Micrantha,multicaulis,Micrantha multicaulis,III,III,III,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1625,34927,1995,unknown,,Iran,,,
S0656-2,Anchonieae,Micrantha,multicaulis,Micrantha multicaulis,III,III,III,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1625,34927,1995,unknown,,Iran,,,
S0656sl,Anchonieae,Micrantha,multicaulis,Micrantha multicaulis,III,III,III,TUH,,,,Atena Eslami,Moazzeni 19397,34927,1995,Moazzeni,,Iran,"Prov. Yassuj, M. Dena Pass of Bigan",,
S1530,Anchonieae,Micrantha,multicaulis,Micrantha multicaulis,III,III,III,RMNH,,Hesperis multicaulis,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1751449,24/05/1842,1842,K.G.T. Kotschy,,Iran,Pl. Pers. austr. M. Sabst-Buschom pr. u. Schiras,https://www.gbif.org/occurrence/2516134531,Isotype
S1250,Anchonieae,Microstigma,deflexum,Microstigma deflexum,III,III,III,ALTB,,,,Dmitry A. German,German s.n.,37805,2003,D.A. German,D.A. German,Mongolia,"Khovd aimaq, 45 km SSE of Mankhan",,
S1250-2,Anchonieae,Microstigma,deflexum,Microstigma deflexum,III,III,III,ALTB,,,,Dmitry A. German,German s.n.,37805,2003,D.A. German,D.A. German,Mongolia,"Khovd aimaq, 45 km SSE of Mankhan",,
S1250sl,Anchonieae,Microstigma,deflexum,Microstigma deflexum,III,III,III,ALTB,,,,Dmitry A. German,German s.n.,37805,2003,D.A. German,D.A. German,Mongolia,"Khovd aimaq, 45 km SSE of Mankhan",,
S1540,Anchonieae,Microstigma,deflexum,Microstigma deflexum,III,III,III,ALTB,,,,Dmitry A. German,German s.n.,37805,2003,D.A. German,D.A. German,Mongolia,"Khovd aimaq, 45 km SSE of Mankhan",,
S0899,Anchonieae,Petiniotia,purpurascens,Petiniotia purpurascens,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1844261,??/04/1859,1859,unknown,,Iran,,,
S0657,Anchonieae,Sterigmostemum,incanum,Sterigmostemum incanum,III,III,III,TUH,,,,,TUH35333,38519,2005,"H.Moazzeni, A. Ghorbani",,Iran,"Prov. W. Azarbeijan, Chaldoran to Kelisa Kandi, 23 km to Chaldoran",,
SRR8528358,Anchonieae,Veselskya,griffithiana,Veselskya griffithiana,III,III,III,,,,,,,,,,,,,,
S1108,Aphragmeae,Aphragmus,eschscholtzianus,Aphragmus eschscholtzianus,II,exp.II,II,P,,,,Vanessa Invernon,P05383776,unknown,,von Escholtz,I. Al-Shehbaz,USA,,https://www.gbif.org/occurrence/667551981,
S1108-2,Aphragmeae,Aphragmus,eschscholtzianus,Aphragmus eschscholtzianus,II,exp.II,II,P,,,,Vanessa Invernon,P05383776,unknown,,unknown,I. Al-Shehbaz,unknown,,,
S1108sl,Aphragmeae,Aphragmus,eschscholtzianus,Aphragmus eschscholtzianus,II,exp.II,II,P,,,,Vanessa Invernon,P05383776,unknown,,unknown,I. Al-Shehbaz,unknown,,,
S1468,Aphragmeae,Aphragmus,eschscholtzianus,Aphragmus eschscholtzianus,II,exp.II,II,P,,,,Vanessa Invernon,P05383776,unknown,,von Escholtz,I. Al-Shehbaz,USA,,https://www.gbif.org/occurrence/667551981,
S0834,Arabideae,Abdra,brachycarpa,Abdra brachycarpa,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8003196,31492,1986,C.F. Reed,,USA,"Flora of SC. Fields, Rt. 15 Mariville, Lee County, SC",,
S0419,Arabideae,Acirostrum,alaschanicum,Acirostrum alaschanicum,II,exp.II,IV,MO,,Arabis alaschanica,MO,Ihsan Al-Shehbaz,4505376,35245,1996,L. Shurun,I. Al-Shehbaz,Mongolia,Helan Shan,,
S0196,Arabideae,Arcyosperma,primulifolium,Arcyosperma primulifolium,II,exp.II,IV,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff","Polunin, Sykes, and Williams No. 965",19161,1952,"O. Polunin, W.R. Sykes, L.H.J. Williams",I. Al-Shehbaz,Nepal,Chaudhabise Khola,,
S0196-2,Arabideae,Arcyosperma,primulifolium,Arcyosperma primulifolium,II,exp.II,IV,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff","Polunin, Sykes, and Williams No. 965",19161,1952,"O. Polunin, W.R. Sykes, L.H.J. Williams",I. Al-Shehbaz,Nepal,Chaudhabise Khola,,
S0196sl,Arabideae,Arcyosperma,primulifolium,Arcyosperma primulifolium,II,exp.II,IV,A,,,,Michaela Schmull,"Polunin, Sykes, and Williams No. 965",19161,1952,,I. Al-Shehbaz,Nepal,Chaudhabise Khola,,
S1523,Arabideae,Arcyosperma,primulifolium,Arcyosperma primulifolium,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1827712,25373,1969,U.C. Bhattacharyya,,India,"Garhwal, Hemkund on way",https://www.gbif.org/occurrence/2514106426,
S0279,Arabideae,Athysanus,pusillus,Athysanus pusillus,II,exp.II,IV,A,,,,Michaela Schmull,Ross 7469,34436,1994,,R.C. Rollins,USA,"California, Los Angeles County",,
S0281,Arabideae,Aubrieta,deltoidea,Aubrieta deltoidea,II,exp.II,IV,GH,,,,Michaela Schmull,Nelson 5891,1980,1905,,,USA,"California, Mendocino County",,
S0765,Arabideae,Baimashania,pulvinata,Baimashania pulvinata,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8000801,unknown,,"Al-Shehbaz, Yue",,China,Yunnan,,
MK637703,Arabideae,Draba,incana,Draba incana,,,IV,,,,,,,,,,,,,,
S0902,Arabideae,Draba,incana,Draba incana,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1751055,25787,1970,B. Fredskild,B. Fredskild,Greenland,,,
S0901,Arabideae,Drabella,muralis,Drabella muralis,II,exp.II,IV,RMNH,,Draba muralis,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0314767,39567,2008,Jan J. Wieringa,Jan J. Wieringa,France,,,
S0720,Arabideae,Pachyneurum,grandiflorum,Pachyneurum grandiflorum,II,exp.II,IV,OSBU,,,,Barbara Neuffer,23553,41834,2014,"Neuffer, Hurka, Friesen",,Russia,"Südsibirien, Republik Altai",,
S1177,Arabideae,Parryodes,axilliflora,Parryodes axilliflora,II,exp.II,IV,E,var. brevistyla,Arabis axilliflora,,"Alan Forrest, Suzanne Cubey",E00170538,18063,1949,"F. Ludlow, G. Sherriff, J.H. Hicks",,Bhutan,"Pangotang, Tsampa",https://www.gbif.org/occurrence/574746780,Isotype
8009952,Arabideae,Pseudodraba,hystrix,Pseudodraba hystrix,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack, Christiane Kiefer",8009952,unknown,,K.H. Rechinger,,Afghanistan,Ghazni Province,,
S0835,Arabideae,Pseudodraba,hystrix,Pseudodraba hystrix,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8003396,,,,,,,,
S1461,Arabideae,Pseudodraba,hystrix,Pseudodraba hystrix,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8009952,,,K.H. Rechinger,,Afghanistan,Ghazni Province,,
MK637782,Arabideae,Pseudoturritis,turrita,Pseudoturritis turrita,,,IV,,,,,,,,,,,,,,
SRR8528384,Arabideae,Pseudoturritis,turrita,Pseudoturritis turrita,II,exp.II,IV,,,,,,,,,,,,,,
MK637807,Arabideae,Scapiarabis,saxicola,Scapiarabis saxicola,,,IV,,,,,,,,,,,,,,
S0760,Arabideae,Scapiarabis,saxicola,Scapiarabis saxicola,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8000399,40383,2010,"D.A. German, et al.",,Kazakhstan,"South-Kazakhstanian province, Ugam range, northern part, Sairam-Ugam national park, valley of Sairamsu",,
S1462,Arabideae,Sinoarabis,setosifolia,Sinoarabis setosifolia,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8000565,unknown,,"D.E. Boufford, et al.",,China,"Xizang, Gongjue",,
S0836,Arabideae,Tomostima,reptans,Tomostima reptans,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8003232,14752,1940,C.O. Rosenbahl,,USA,"Minnesota, Houston Co., Spring Grove",,
MK637649,Asperuginoideae trib. nov.,Asperuginoides,axillaris,Asperuginoides axillaris,,,IV,,,,,,,,,,,,,,
S1374,Asperuginoideae trib. nov.,Asperuginoides,axillaris,Asperuginoides axillaris,,,IV,RMNH,,Buchingera axillaris,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1819349,849,1902,"J.F.N. Bornmüller, A. Bornmüller",,Iran,"Ferasad, Montes Schimran",https://www.gbif.org/occurrence/2514116302,
SRR8528395,Asperuginoideae trib. nov.,Asperuginoides,axillaris,Asperuginoides axillaris,,,IV,,,,,,,,,,,,,,
MK637801,Asteae,Scoliaxon,mexicanus,Scoliaxon mexicanus,,,V,,,,,,,,,,,,,,
SRR8528385,Asteae,Scoliaxon,mexicanus,Scoliaxon mexicanus,II,exp.II,V,,,,,,,,,,,,,,
S0560,Biscutelleae,Biscutella,didyma,Biscutella didyma,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8002349,37379,2002,"Jan J. Wieringa, M. Wieringa-Buitelaar",Jan J. Wieringa,Greece,,,
MK637721,Biscutelleae,Heldreichia,bupleurifolia,Heldreichia bupleurifolia,,,,,,,,,,,,,,,,,
SRR8528338,Biscutelleae,Heldreichia,bupleurifolia,Heldreichia bupleurifolia,II,exp.II,,,,,,,,,,,,,,,
SRR8528382,Biscutelleae,Lunaria,rediviva,Lunaria rediviva,II,exp.II,,,,,,,,,,,,,,,
MK637759,Biscutelleae,Megadenia,pygmaea,Megadenia pygmaea,,,,,,,,,,,,,,,,,
S0329,Biscutelleae,Megadenia,pygmaea,Megadenia pygmaea,II,exp.II,,A,,,,Michaela Schmull,"Ho, Bartholomew, & Gilbert 837",34187,1993,"T.N. Ho, B. Bartholomew, M. Gilbert",,China,"Qinghai, Maqin Xian, Dawu Xiang",,
MK637785,Biscutelleae,Ricotia,lunaria,Ricotia lunaria,,,,,,,,,,,,,,,,,
S0746,Biscutelleae,Ricotia,lunaria,Ricotia lunaria,II,exp.II,,HEID,,,,"Marcus Koch, Peter Sack",8002379,unknown,,unknown,,Israel,N-Israel,,
MK637652,Boechereae,Anelsonia,eurycarpa,Anelsonia eurycarpa,,,I,,,,,,,,,,,,,,
S0282,Boechereae,Anelsonia,eurycarpa,Anelsonia eurycarpa,I,I,I,A,,,,Michaela Schmull,Tiehm 8042,30497,1983,,R.C. Rollins,USA,"Nevada, Washoe County",,
S0755,Boechereae,Anelsonia,eurycarpa,Anelsonia eurycarpa,I,I,I,HEID,,,,"Marcus Koch, Peter Sack",8000024,,,,,,,,
S1227,Boechereae,Boechera,holboellii,Boechera holboellii,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1817752,24238,1966,K.G. Marshall,,USA,"Mill Hollow, _ mile east of Madison Co. Hospital Rexbourg, Idaho",https://www.gbif.org/occurrence/2514578234,
S0690,Boechereae,Borodinia,macrophylla,Borodinia macrophylla,I,I,I,OSBU,,,,Barbara Neuffer,04-0123-50-00,28693,1978,unknown,,Russia,"Irkutskaya oblast, Bodaibinsky distr., Khomolkho river (Chara river basin)",,
S0293,Boechereae,Cusickiella,douglasii,Cusickiella douglasii,I,I,I,A,,Draba douglasii,,Michaela Schmull,Tiehm 5001,29009,1979,"A. Tiehm, L. Birdsey",,USA,"Nevada, Humboldt County",,
S0749,Boechereae,Cusickiella,douglasii,Cusickiella douglasii,I,I,I,HEID,,,,"Marcus Koch, Peter Sack",8008815,,,,,,,,
S0400,Boechereae,Nevada,holmgrenii,Nevada holmgrenii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,5188435,36326,1999,"M.D. Windham, M.K. Windham",I. Al-Shehbaz,USA,"Nevada, NYE County",,
MK637770,Boechereae,Phoenicaulis,cheiranthoides,Phoenicaulis cheiranthoides,,,I,,,,,,,,,,,,,,
S0268,Boechereae,Phoenicaulis,cheiranthoides,Phoenicaulis cheiranthoides,I,I,I,A,,,,Michaela Schmull,Bartholomew 4159,32276,1988,,,USA,"California, Modoc County, Pepperdine, Warner Mountains",,
MK637772,Boechereae,Polyctenium,fremontii,Polyctenium fremontii,,,I,,,,,,,,,,,,,,
S0301,Boechereae,Polyctenium,fremontii,Polyctenium fremontii,I,I,I,A,,,,Michaela Schmull,Tiehm 12576,35982,1998,A. Tiehm,,USA,"Nevada, Mineral County",,
S_670,Boechereae,Sandbergia,whitedii,Sandbergia whitedii,I,I,I,,,,,"Donovan Bailey, Nikolas Hay",Mandakova & Lysak s.n.,43601,2019,"T. Mandakova, M. Lysak",,USA,"Washington, Chelan, Chelan Butte",,
MK637830,Boechereae,Yosemitea,repanda,Yosemitea repanda,,,I,,,,,,,,,,,,,,
S0763,Boechereae,Yosemitea,repanda,Yosemitea repanda,I,I,I,HEID,,,,"Marcus Koch, Peter Sack",8000447,39635,2008,"Alexander, et al.",,USA,"California, Inyo County, east shore of Lake Sabrina along the Lake Sabrina Trail, 0,2 miles south of the dam, 3,3 miles SE of the summit of Mt. Emerson, east Slope of the Serra Nevada, Inyo National Forest",,
S0305,Brassiceae,Ammosperma,cinerea,Ammosperma cinerea,II,II,II,B,,,,Robert Vogt,B 10 0024139,36260,1999,"J. Lambinon, J. Margot",I. Al-Shehbaz,Tunisia,Gouvern. Tozeur,,
S1208,Brassiceae,Brassica,oleracea - nominate,Brassica oleracea - nominate,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834667,30441,1983,"S.L. Jury , et al.",,Great Britain,"15.5 km SSW Poole, isle of Purbeck",https://www.gbif.org/occurrence/2514974977,
S1208-2,Brassiceae,Brassica,oleracea - nominate,Brassica oleracea - nominate,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834667,30441,1983,"S.L. Jury , et al.",,Great Britain,"15.5 km SSW Poole, isle of Purbeck",https://www.gbif.org/occurrence/2514974977,
S1208sl,Brassiceae,Brassica,oleracea - nominate,Brassica oleracea - nominate,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834667,30441,1983,"S.L. Jury , et al.",,Great Britain,"15.5 km SSW Poole, isle of Purbeck",https://www.gbif.org/occurrence/2514974977,
S0743,Brassiceae,Cakile,maritima,Cakile maritima,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8009813,42272,2015,unknown,,Iceland,"S-Iceland, Kjalarnes, Grundarhverli",,
S0768,Brassiceae,Carrichtera,annua,Carrichtera annua,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8002120,unknown,,unknown,,Cyprus,Romiou (Chypre) Rocher d''Aphrodite,,
S0660,Brassiceae,Ceratocnemum,rapistroides,Ceratocnemum rapistroides,II,II,II,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2193,unknown,unknown,unknown,,unknown,,,
S0660-2,Brassiceae,Ceratocnemum,rapistroides,Ceratocnemum rapistroides,II,II,II,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2193,unknown,unknown,unknown,,unknown,,,
S0660sl,Brassiceae,Ceratocnemum,rapistroides,Ceratocnemum rapistroides,II,II,II,private collection Gomez Campo,,,,Gomez Campo Collection,unknown,unknown,unknown,C. Gómez Campo,I. Al-Shehbaz,Morocco,Abandoned field near Marrakech,,
S1583,Brassiceae,Ceratocnemum,rapistroides,Ceratocnemum rapistroides,II,II,II,RMNH,,,AMD,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",AMD.37689,13251,1936,T.J. Stomps,,Morocco,Ts. Kasba Tadla en Khenifra,https://www.gbif.org/occurrence/2513015846,
S0769,Brassiceae,Coincya,rupestris,Coincya rupestris,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8002142,,,,,,,,
S0769-2,Brassiceae,Coincya,rupestris,Coincya rupestris,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8002142,,,,,,,,
S1415,Brassiceae,Coincya,rupestris,Coincya rupestris,II,II,II,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1158851,12572,1934,G. Albo,,Spain,"Alcaraz, Albacete",https://www.gbif.org/occurrence/2517119962,
S0627,Brassiceae,Cordylocarpus,muricatus,Cordylocarpus muricatus,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143252,31880,1987,"C. Aurich, H. Förther",unknown,Morocco,,,
S0627-2,Brassiceae,Cordylocarpus,muricatus,Cordylocarpus muricatus,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143252,31880,1987,"C. Aurich, H. Förther",unknown,Morocco,,,
S1521,Brassiceae,Cordylocarpus,muricatus,Cordylocarpus muricatus,II,II,II,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1170689,26526,1972,Tuinherbarium Botanische Tuinen Utrecht,Mennega,unknown,,https://www.gbif.org/occurrence/2517096069,
MK637688,Brassiceae,Crambe,maritima,Crambe maritima,,,II,,,,,,,,,,,,,,
S0731,Brassiceae,Crambe,maritima,Crambe maritima,II,II,II,OSBU,,,,Barbara Neuffer,26278,42254,2015,Hurka,,Germany,"Schleswig-Holstein, Ostseeküste, Hohwachter Bucht bei Lippe",,
S0731-2,Brassiceae,Crambe,maritima,Crambe maritima,II,II,II,OSBU,,,,Barbara Neuffer,26278,42254,2015,Hurka,,Germany,"Schleswig-Holstein, Ostseeküste, Hohwachter Bucht bei Lippe",,
S0731sl,Brassiceae,Crambe,maritima,Crambe maritima,II,II,II,OSBU,,,,Barbara Neuffer,26278,42254,2015,Hurka,,Germany,"Schleswig-Holstein, Ostseeküste, Hohwachter Bucht bei Lippe",,
S1469,Brassiceae,Crambe,maritima,Crambe maritima,II,II,II,HEID,,,,"Marcus Koch, Peter Sack",8002151,,,,,,,,
S1582,Brassiceae,Crambe,maritima,Crambe maritima,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.2072781,41430,2013,N.C.M. Buiten,N.C.M. Buiten,Netherlands,"IJmuiden aan Zee, jachthaven",https://www.gbif.org/occurrence/2515703387,
S1021,Brassiceae,Crambella,teretifolia,Crambella teretifolia,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1897861,34072,1993,D. Podlech,,Morocco,,,
S0315,Brassiceae,Didesmus,aegyptius,Didesmus aegyptius,II,II,II,B,,,,Robert Vogt,B 10 0184655,33351,1991,"Th. Raus, Ch. Schiers",,Greece,"Parasporos Valley, Paros-Parikia",,
S0551,Brassiceae,Diplotaxis,tenuifolia,Diplotaxis tenuifolia,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003940,38884,2006,Jan J. Wieringa,Jan J. Wieringa,Netherlands,,,
S0551-2,Brassiceae,Diplotaxis,tenuifolia,Diplotaxis tenuifolia,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003940,38884,2006,Jan J. Wieringa,Jan J. Wieringa,Netherlands,,,
S1445,Brassiceae,Diplotaxis,tenuifolia,Diplotaxis tenuifolia,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1841174,23921,1965,"J.A.C. Veth, A.N. Koopmans",,United Kingdom,Surrey,https://www.gbif.org/occurrence/2514122652,
S0662,Brassiceae,Enarthrocarpus,arcuatus,Enarthrocarpus arcuatus,II,II,II,private collection Gomez Campo,,,,Gomez Campo Collection,GCC 7329-86,unknown,unknown,C. Gómez Campo,,Cyprus,"E. Cyprus, base of limestone rocks in Cabo Greco",,
S0725,Brassiceae,Enarthrocarpus,arcuatus,Enarthrocarpus arcuatus,II,II,II,OSBU,,,,Barbara Neuffer,26803,??/??/2018,2018,,,,,,
S0726,Brassiceae,Eremophyton,chevallieri,Eremophyton chevallieri,II,II,II,OSBU,,,,Barbara Neuffer,13643,37422,2012,Staudinger,,Morocco,"Becken von Zagora, im Becken von El Miyit nordöstl. von Tamegrout östlich von Zagora",,
S0559,Brassiceae,Eruca,vesicaria,Eruca vesicaria,II,II,II,RMNH,Eruca vesicaria subsp. sativa,Eruca sativa,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8002324,37377,2002,"Jan J. Wieringa, M. Wieringa-Buitelaar",Jan J. Wieringa,Greece,,,
S0559-2,Brassiceae,Eruca,vesicaria,Eruca vesicaria,II,II,II,RMNH,Eruca vesicaria subsp. sativa,Eruca sativa,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8002324,37377,2002,"Jan J. Wieringa, M. Wieringa-Buitelaar",Jan J. Wieringa,Greece,,,
S1408,Brassiceae,Eruca,vesicaria,Eruca vesicaria,II,II,II,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1752430,25657,1970,F.J.C. van Prehn Wiese,J.J. Karper,Spain,"Southern coast of Mallorca, Santa Ponsa",https://www.gbif.org/occurrence/2516160693,
S0664,Brassiceae,Erucaria,hispanica,Erucaria hispanica,II,II,II,ASTU,,,,Klaus Mummenhoff,unknown,unknown,unknown,Salah M. El-Naggar,,Egypt,Sallum-Barani,,
S0837,Brassiceae,Erucastrum,virgatum,Erucastrum virgatum,II,II,II,BR<BEL>,,,,Steven Janssens,BR30300293,,,,,,,,
S0837-2,Brassiceae,Erucastrum,virgatum,Erucastrum virgatum,II,II,II,BR<BEL>,,,,Steven Janssens,BR30300293,,,,,,,,
S1373,Brassiceae,Erucastrum,virgatum,Erucastrum virgatum,II,II,II,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1175604,18743,1951,Stud. biol. Rheno-Trai. in itinere,Ch. G. F. Schütz,Spain,Salt steppes near Murillo de la Limas (Tudela) Navarra,https://www.gbif.org/occurrence/2515332922,
S1418,Brassiceae,Erucastrum,virgatum,Erucastrum virgatum,II,II,II,RMNH,virgatum,Erucastrum laevigatum,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1175603,??/04/1966,1966,A.J. Gorter-ter Pelkwijk,T. Baretta,Spain,"Marismas des Guadalquivir, prov. Sevilla, around Palacio",https://www.gbif.org/occurrence/2515445017,
S0665,Brassiceae,Fezia,pterocarpa,Fezia pterocarpa,II,II,II,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2191,,,,,Morocco,,,
S0665-2,Brassiceae,Fezia,pterocarpa,Fezia pterocarpa,II,II,II,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2191,,,,,Morocco,,,
S1470,Brassiceae,Fezia,pterocarpa,Fezia pterocarpa,II,II,II,Gomez-Campo Collection,,,,Klaus Mummenhoff,GCC 1459-68,,,,I. Al-Shehbaz,Morocco,"NE Marocco, argillaceous slopes W. Msoum",,
MK637718,Brassiceae,Guiraoa,arvensis,Guiraoa arvensis,,,II,,,,,,,,,,,,,,
S0323,Brassiceae,Guiraoa,arvensis,Guiraoa arvensis,II,II,II,B,,,,Robert Vogt,B 10 0184649,31588,1986,,,Spain,"Almeria, Los Catanos",,
