Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: none
None!
Paralogs removed for each sample:
Sample	threshold	#removed	names
S1260 	0.05177	43	5200, 5921, 6432, 6914, 6026, 5840, 6139, 6119, 5968, 4806, 5843, 5772, 5977, 6227, 5940, 5034, 5464, 5406, 1G04970, 1G09870, 1G33410, 1G49820, 1G61850, 1G65840, 1G75200, 2G16440, 2G16880, 3G48150, 3G48820, 3G51470, 3G54860, 3G61960, 4G00910, 4G01880, 4G21770, 4G22720, 4G29810, 5G03430, 5G05200, 5G18580, 5G54180, 5G64270, 5G66680
S1261 	0.1147	25	6387, 5463, 5090, 5660, 5299, 6051, 4806, 6407, 4951, 1G30010, 1G55480, 2G25660, 2G36840, 3G06880, 3G21420, 3G25660, 4G05090, 4G22720, 5G15710, 5G19690, 5G36880, 5G53000, 5G54690, 5G56220, 5G63010
S1262 	0.12273	16	6979, 5894, 5940, 5355, 5857, 6295, 1G13970, 1G74680, 2G16880, 3G17830, 3G60830, 5G02270, 5G04710, 5G10900, 5G54570, 5G58940
S1266sl 	0.072	42	6995, 5578, 5318, 6406, 5942, 5910, 5220, 6882, 5477, 7325, 6051, 6570, 5188, 6969, 5772, 6295, 1G05910, 1G06950, 1G12150, 1G12330, 1G16570, 1G50940, 1G55590, 1G55910, 1G73180, 2G20050, 2G39830, 2G47790, 3G52200, 3G53180, 4G16570, 4G17370, 4G18830, 4G33440, 5G02270, 5G04710, 5G21930, 5G26570, 5G49070, 5G61400, 5G61865, 5G64270
S1269 	0.06428	35	6995, 5578, 7141, 6176, 6406, 5206, 5220, 5434, 4724, 4954, 5899, 5188, 5822, 6038, 6295, 1G12150, 1G12330, 1G80350, 2G16880, 2G20050, 2G35040, 2G47020, 3G18524, 3G48150, 3G52200, 4G17370, 4G18830, 4G34260, 5G20350, 5G21930, 5G45900, 5G49070, 5G61400, 5G61865, 5G64270
S1270 	0.18043	3	2G41190, 4G17090, 5G48270
S1276 	0.13412	51	5318, 7067, 6387, 5090, 6404, 6003, 5858, 5958, 7336, 5744, 4806, 5428, 5853, 6284, 6449, 1G04690, 1G12330, 1G20560, 1G24610, 1G48880, 1G50120, 1G61850, 2G17020, 2G27090, 2G28780, 2G31530, 2G39450, 2G40890, 3G26700, 3G53180, 3G56370, 3G60830, 4G05090, 4G17230, 4G24220, 4G24830, 4G26750, 5G02810, 5G03280, 5G04550, 5G11960, 5G12470, 5G22330, 5G41800, 5G46220, 5G46580, 5G58470, 5G58750, 5G61560, 5G62130, 5G63640
S1278 	0.07426	10	5318, 6198, 5328, 4989, 5464, 1G33410, 2G43770, 3G53180, 3G55070, 5G20350
S1279 	0.04112	40	4889, 5404, 6738, 5318, 5348, 5913, 5802, 5899, 6003, 6198, 5328, 5744, 4989, 5791, 4793, 5464, 1G09870, 1G33410, 1G50200, 1G50940, 1G58120, 1G60490, 1G80360, 2G43770, 2G47790, 3G04480, 3G11460, 3G23020, 3G47700, 3G50660, 3G52970, 3G53180, 3G55070, 5G13020, 5G14700, 5G20350, 5G24240, 5G26820, 5G48520, 5G49070
S1314 	0.19467	0	
S1315 	0.06246	48	5578, 6376, 5318, 5702, 6050, 5434, 5536, 6550, 7194, 5328, 4890, 6570, 5554, 5355, 5464, 1G01910, 1G09010, 1G09340, 1G16570, 1G47380, 1G67120, 1G80360, 2G17510, 2G20050, 2G39620, 2G42700, 2G43420, 3G07420, 3G13490, 3G53180, 4G16570, 4G20090, 4G22720, 4G24220, 4G34350, 4G35880, 5G02820, 5G10900, 5G12900, 5G26570, 5G58020, 5G60790, 5G61400, 5G61865, 5G63010, 5G63050, 5G64270, 5G65500
S1318-2 	0.04475	44	4757, 5318, 5348, 7141, 6148, 5463, 4724, 6003, 6860, 6955, 6705, 6550, 6533, 6004, 5841, 5958, 5936, 5744, 6447, 4806, 6685, 5469, 6947, 6038, 5296, 1G12330, 1G60490, 1G67550, 2G17020, 2G27590, 2G38000, 3G06860, 3G53150, 3G53180, 3G54690, 4G01880, 4G21350, 4G24220, 4G24830, 4G30490, 4G33080, 5G20350, 5G38530, 5G65500
S1319 	0.09979	30	4757, 5404, 5578, 6050, 5942, 6003, 5660, 5430, 5958, 5744, 5355, 5464, 5406, 5257, 1G01910, 1G10330, 1G27760, 1G69860, 2G25660, 2G33770, 2G39620, 3G25430, 3G25660, 4G09140, 4G20060, 5G11390, 5G20170, 5G39500, 5G52280, 5G56580
S1321 	0.02289	36	7136, 6432, 5702, 6492, 6034, 6652, 4527, 6238, 5357, 5899, 6496, 6003, 5849, 6458, 4942, 6051, 5981, 6570, 5188, 5123, 4806, 5791, 5469, 5919, 5116, 5464, 5926, 1G16570, 1G72280, 3G27870, 3G54690, 4G16570, 5G13420, 5G26570, 5G53480, 5G54690
S1328sl 	0.06526	49	5664, 5280, 7174, 5206, 6432, 5339, 6387, 7313, 5463, 6528, 4954, 5264, 5357, 6955, 5421, 6550, 5841, 5858, 5328, 5354, 6733, 4793, 5977, 6401, 6449, 4893, 5464, 1G01220, 1G01910, 1G03100, 1G13970, 1G20560, 1G50940, 1G61850, 1G70570, 3G03380, 3G08950, 3G20050, 3G48820, 3G51490, 3G56120, 4G37030, 5G08030, 5G08310, 5G11390, 5G12040, 5G23880, 5G54570, 5G65500
S1331 	0.17118	4	5942, 5G17230, 5G22330, 5G57800
S1332 	0.03193	47	4757, 4889, 5404, 5578, 5318, 6498, 6034, 6050, 5434, 6859, 4954, 6238, 5899, 6496, 6860, 5842, 4890, 6483, 6282, 6570, 6552, 4806, 7029, 5531, 6430, 4793, 5469, 5944, 5919, 5554, 6398, 5296, 1G16570, 1G52760, 1G57770, 1G60060, 2G43770, 3G06483, 3G06860, 3G53180, 3G54690, 4G09140, 4G16570, 5G10900, 5G19180, 5G21990, 5G26570
S1336 	0.07425	26	5578, 6393, 6238, 6003, 6460, 6119, 4890, 6282, 5428, 5940, 5919, 7333, 5464, 7296, 1G04970, 1G10330, 1G30440, 1G69860, 1G72280, 2G18710, 2G47790, 4G01880, 4G22720, 5G22350, 5G54180, 5G63010
S1339 	0.19257	0	
S1341 	0.16722	24	5206, 6404, 5821, 6883, 1G02860, 1G20080, 1G25500, 1G68830, 1G80410, 2G04842, 2G35610, 2G42490, 3G25660, 3G48820, 4G01880, 4G21680, 5G08030, 5G13640, 5G19350, 5G19690, 5G36880, 5G55960, 5G57800, 5G62130
S1342 	0.10078	51	4889, 5578, 5206, 5131, 6404, 5460, 6238, 5945, 5357, 6128, 5815, 6098, 6883, 6274, 6449, 1G02860, 1G63660, 1G68830, 1G80410, 2G25800, 2G32040, 2G35610, 2G39730, 2G40760, 2G42490, 3G01100, 3G03710, 3G08950, 3G08960, 3G17900, 3G18730, 3G24170, 3G25660, 3G54790, 3G56370, 4G01880, 4G17090, 4G21350, 4G24190, 4G33210, 5G12470, 5G13420, 5G13640, 5G17860, 5G19690, 5G20350, 5G22850, 5G46220, 5G55960, 5G60980, 5G63860
S1354 	0.08614	110	6016, 6376, 4932, 5131, 6450, 6387, 5942, 5463, 5090, 6298, 4527, 5945, 5894, 5335, 5422, 6439, 5018, 4942, 6119, 6051, 6320, 6036, 6449, 5721, 5296, 1G01910, 1G04910, 1G13970, 1G15740, 1G20080, 1G30000, 1G47380, 1G47670, 1G48090, 1G52760, 1G55270, 1G63700, 1G72970, 2G20190, 2G22120, 2G26930, 2G33770, 2G35040, 2G35720, 2G40070, 2G40730, 2G42700, 3G01150, 3G01670, 3G02570, 3G04740, 3G07080, 3G08950, 3G08960, 3G10230, 3G11220, 3G12280, 3G12590, 3G15380, 3G16910, 3G17640, 3G20240, 3G20260, 3G24170, 3G26090, 3G48150, 3G48820, 3G50620, 3G50660, 3G56370, 3G57610, 4G04640, 4G05090, 4G09750, 4G17090, 4G21680, 4G22720, 4G30600, 4G31540, 4G33410, 4G33440, 4G34350, 5G03280, 5G04550, 5G04930, 5G05840, 5G08530, 5G08580, 5G11390, 5G12040, 5G12470, 5G13640, 5G14210, 5G18580, 5G19680, 5G19690, 5G20270, 5G20350, 5G20890, 5G22330, 5G40405, 5G54690, 5G55960, 5G57800, 5G58230, 5G60020, 5G60750, 5G60790, 5G63050, 5G63860
S1365 	0.06725	46	7602, 5404, 6376, 6406, 6450, 6048, 7313, 6859, 5477, 5357, 6667, 5821, 5018, 6405, 5430, 5858, 5744, 6119, 6282, 6570, 6036, 5355, 1G06710, 1G10385, 1G16570, 1G55480, 2G16880, 2G26180, 2G38000, 2G42700, 2G47020, 3G03380, 3G25430, 4G02460, 4G16570, 4G17090, 4G17370, 4G20060, 4G21350, 4G24190, 4G35880, 5G02820, 5G20170, 5G26570, 5G49030, 5G53970
S1366 	0.04524	55	4889, 5318, 5138, 7111, 6882, 5434, 6221, 5899, 5894, 6496, 6003, 6660, 5644, 5842, 5642, 5703, 6460, 6119, 7029, 4793, 5469, 5944, 5551, 7333, 5464, 5406, 1G51550, 1G59980, 1G60490, 2G13540, 2G16440, 2G16880, 2G26200, 2G35150, 2G40760, 2G43770, 3G20630, 3G53180, 3G54690, 3G55070, 4G01880, 4G11120, 4G16660, 4G22720, 4G24190, 4G32430, 5G01360, 5G08030, 5G08580, 5G18700, 5G19680, 5G22330, 5G36890, 5G40740, 5G54180
S1368 	0.09792	34	6620, 6780, 6420, 6914, 6979, 6387, 5894, 5347, 5644, 5620, 5940, 7333, 6295, 1G02970, 1G03090, 1G74680, 1G76730, 2G15620, 2G16880, 2G26780, 2G43770, 2G45500, 3G29320, 3G48820, 4G16420, 4G18950, 4G33945, 4G37030, 5G08030, 5G14510, 5G16420, 5G19350, 5G20270, 5G65500
S1369 	0.04883	50	4757, 5366, 5578, 6738, 5280, 5463, 5477, 5990, 6641, 5899, 5821, 6955, 6705, 6198, 5744, 4989, 5428, 4793, 5469, 5464, 5721, 1G14300, 1G33410, 1G58120, 1G61850, 2G26930, 2G40760, 2G43770, 3G17830, 3G26670, 3G44330, 3G54690, 4G01880, 4G09750, 4G11120, 4G17370, 4G17380, 4G18950, 4G20070, 4G39470, 5G01360, 5G04360, 5G14700, 5G20170, 5G21990, 5G39500, 5G41800, 5G50160, 5G53000, 5G56730
S1370 	0.05091	65	5038, 5578, 6738, 5318, 5064, 4691, 5463, 5477, 5326, 6270, 4802, 6641, 5357, 5899, 6003, 6955, 5841, 6198, 5958, 5328, 5744, 7021, 4989, 5772, 5354, 4793, 5469, 5919, 5464, 6398, 1G06270, 1G10020, 1G58120, 2G13540, 2G16440, 2G43770, 3G06270, 3G16270, 3G19630, 3G44330, 3G51470, 3G53180, 3G54690, 3G54860, 3G55070, 3G55580, 4G01880, 4G11120, 4G17830, 4G33945, 4G37030, 5G01380, 5G19680, 5G19690, 5G20270, 5G20350, 5G26820, 5G35560, 5G39040, 5G48385, 5G48520, 5G52580, 5G54080, 5G56580, 5G62130
S1371 	0.15211	10	6110, 5910, 5562, 1G05910, 1G55910, 2G47020, 3G17900, 4G01320, 4G22720, 5G03430
S1374 	0.09126	51	5404, 5578, 6738, 5318, 5913, 6048, 5562, 6439, 5430, 5858, 5744, 6320, 5981, 5188, 5469, 7333, 1G04970, 1G10330, 1G52760, 1G73990, 2G17510, 2G37320, 2G38000, 2G43770, 2G46370, 3G10700, 3G17830, 3G25430, 3G48150, 3G48820, 3G53180, 3G54690, 3G56120, 4G01880, 4G17380, 4G20060, 4G22720, 4G29810, 4G30720, 4G33410, 4G35850, 5G02810, 5G08030, 5G11390, 5G21990, 5G46100, 5G52580, 5G53970, 5G56580, 5G58600, 5G64270
S1375 	0.0565	57	4757, 5404, 5578, 5318, 7363, 5463, 5899, 6003, 5821, 6955, 5644, 5842, 6550, 5841, 5744, 6570, 6886, 6447, 4793, 5528, 5469, 5464, 1G02400, 1G16070, 1G16570, 1G59980, 1G60490, 1G73180, 1G74460, 2G20190, 2G35500, 2G39450, 2G43420, 3G11220, 3G19630, 3G26670, 3G53180, 3G54690, 3G56310, 4G11120, 4G16570, 4G18010, 4G33330, 4G33945, 4G35760, 5G03070, 5G14700, 5G19680, 5G19690, 5G20170, 5G26570, 5G36880, 5G44370, 5G45900, 5G55250, 5G63640, 5G65500
S1376 	0.04122	43	4757, 5200, 5404, 5318, 5280, 6498, 6979, 6048, 5477, 5899, 6003, 5842, 5449, 6733, 5949, 5469, 5919, 5406, 1G20080, 1G48880, 1G50200, 1G61850, 1G69860, 1G75200, 1G79560, 2G23140, 2G43420, 2G43770, 2G47790, 3G01150, 3G03710, 3G19810, 3G20050, 3G53180, 3G54690, 3G54860, 4G00550, 4G04350, 4G30490, 4G37030, 5G08660, 5G39040, 5G56580
S1378 	0.20498	0	
S1381 	0.03748	70	4757, 6620, 4889, 6376, 6384, 5318, 5348, 6992, 5280, 6034, 5463, 5434, 5326, 5899, 6496, 6003, 5513, 6439, 5842, 5941, 6531, 6533, 5841, 5865, 7577, 5328, 5936, 4890, 4989, 4992, 5968, 5188, 6552, 6447, 4793, 6373, 5469, 6038, 5551, 6792, 5464, 5721, 5296, 1G10240, 1G61850, 2G21610, 2G36840, 2G37310, 2G37320, 2G38280, 3G03210, 3G10700, 3G17810, 3G27820, 3G29320, 3G46220, 3G48820, 3G53180, 3G54690, 4G11120, 4G18010, 4G21350, 4G30490, 4G30720, 5G14230, 5G47780, 5G58330, 5G59900, 5G63840, 5G63920
S1384 	0.089	8	6620, 5578, 6048, 6652, 6265, 6128, 5596, 5791
S1386 	0.05538	35	7363, 5163, 6366, 5815, 6038, 5116, 1G55270, 1G63660, 1G67120, 1G80410, 2G13370, 2G20190, 2G40760, 2G42490, 3G08960, 3G11960, 3G16270, 3G24170, 3G56120, 4G16660, 4G21350, 4G31540, 5G12470, 5G19130, 5G19350, 5G25230, 5G45780, 5G47780, 5G48385, 5G49430, 5G53480, 5G60570, 5G62130, 5G63840, 5G64370
S1387 	0.08387	20	5163, 6114, 6003, 2G20190, 2G35040, 2G40760, 3G01150, 3G01460, 3G10230, 4G01730, 4G21350, 4G31540, 4G33210, 5G08280, 5G45780, 5G48385, 5G49430, 5G53480, 5G60020, 5G64370
S1388 	0.07055	12	5200, 6738, 4527, 6139, 6649, 5859, 1G75200, 3G04740, 3G57300, 5G05200, 5G40740, 5G47690
S1389 	0.11453	3	4G03020, 5G19350, 5G39710
S1398 	0.01402	14	6148, 6114, 6641, 6303, 5018, 5849, 6139, 5032, 6883, 5940, 1G68830, 4G08150, 4G08920, 5G50320
S1400 	0.11358	15	4889, 5318, 5477, 1G01910, 1G19860, 2G37310, 2G37320, 3G22980, 3G53180, 4G11120, 4G15420, 4G18830, 4G22720, 5G08030, 5G18830
S1401 	0.18212	1	
S1405 	0.05679	56	4757, 4932, 6498, 5138, 7111, 5434, 6366, 5264, 5899, 6689, 6667, 6860, 5421, 5858, 6130, 5744, 5188, 5843, 5354, 5919, 5551, 6782, 5406, 5296, 1G03100, 1G06440, 1G31360, 1G50940, 1G63660, 1G68570, 1G79560, 2G32290, 2G35500, 2G37310, 2G39450, 2G45500, 3G03380, 3G03710, 3G06860, 3G06880, 3G12280, 3G17830, 3G18524, 3G48820, 4G00740, 4G01320, 4G02460, 4G17090, 4G21350, 4G26750, 4G28220, 4G30490, 5G03070, 5G04480, 5G22800, 5G63010
S1407 	0.08181	26	5404, 6738, 5318, 5280, 5463, 5477, 6405, 5744, 6320, 5469, 5926, 5296, 1G27760, 2G43770, 3G53180, 3G54690, 4G02460, 4G20060, 4G22720, 4G34260, 5G12040, 5G17250, 5G22510, 5G40820, 5G53000, 5G54180
S1408 	0.19075	0	
S1409 	0.07287	23	6914, 5942, 6128, 6570, 5188, 6407, 6295, 1G02970, 1G06950, 1G12150, 1G12330, 1G16570, 1G31360, 2G20050, 2G31530, 2G38000, 2G39830, 4G16570, 4G18830, 4G21770, 5G26570, 5G49070, 5G64270
S1412 	0.07823	5	6439, 3G03210, 3G09090, 4G38010, 5G16280
S1417 	0.09152	18	6148, 7241, 5942, 5894, 5594, 5858, 1G27760, 1G67560, 2G39450, 2G46370, 3G07140, 4G20070, 4G28220, 5G25230, 5G48270, 5G53320, 5G58750, 5G58940
S1419 	0.06047	46	4889, 5578, 5280, 7174, 6498, 5138, 5434, 5990, 5899, 6003, 5841, 6460, 7029, 4793, 6636, 5469, 5406, 5721, 1G19025, 1G50120, 1G50200, 1G59980, 1G72280, 2G16440, 2G16880, 2G43235, 2G43770, 3G03210, 3G05350, 3G20630, 3G46220, 3G48425, 3G52970, 3G54690, 3G60830, 4G11120, 4G17830, 4G18950, 4G22720, 4G24190, 4G31770, 4G35880, 5G11390, 5G19690, 5G54180, 5G56580
S1421 	0.18358	0	
S1422 	0.01206	88	4757, 4889, 7602, 5404, 5578, 5318, 6498, 6450, 5138, 6050, 5163, 5463, 5434, 5477, 5990, 6238, 5899, 5894, 6496, 6003, 5842, 7325, 5841, 5430, 6198, 5299, 6460, 5936, 6119, 6051, 5032, 5981, 7029, 6733, 4793, 6029, 5949, 5469, 5944, 5464, 5926, 5406, 5721, 5296, 1G10385, 1G12470, 1G15740, 1G30000, 1G30010, 1G30440, 1G67840, 1G70260, 1G79080, 1G79560, 1G80460, 2G04270, 2G16880, 2G32590, 2G39450, 2G40730, 2G43420, 2G43770, 3G23020, 3G25430, 3G46220, 3G53180, 3G54690, 4G00550, 4G16144, 4G18950, 4G20060, 4G21350, 4G24620, 4G33760, 4G35560, 5G04360, 5G05680, 5G11330, 5G14510, 5G15400, 5G18700, 5G22800, 5G40405, 5G48520, 5G54830, 5G56580, 5G62370, 5G63410
S1424 	0.18577	0	
S1428 	0.05185	93	5200, 5366, 5318, 6498, 5138, 6979, 6050, 5463, 5460, 5899, 5894, 5347, 6003, 7331, 5430, 5958, 5936, 4890, 6570, 6036, 5428, 6746, 1G02860, 1G02970, 1G04910, 1G05850, 1G13970, 1G15740, 1G16570, 1G49970, 1G68570, 1G69860, 1G70260, 1G75200, 1G78280, 1G80410, 2G26800, 2G35610, 2G35720, 2G38280, 2G39730, 2G42490, 2G43770, 2G46890, 3G01100, 3G01670, 3G02570, 3G07140, 3G11220, 3G12280, 3G12610, 3G18290, 3G20050, 3G20240, 3G20260, 3G25430, 3G47400, 3G52970, 3G53180, 3G56370, 3G60830, 4G00550, 4G16570, 4G18340, 4G20050, 4G24610, 4G28220, 4G29310, 4G30490, 4G30790, 4G31540, 4G34260, 4G37030, 5G04930, 5G12900, 5G13020, 5G13420, 5G14700, 5G17230, 5G18580, 5G18670, 5G20270, 5G20350, 5G20890, 5G22330, 5G25230, 5G26570, 5G30510, 5G49810, 5G57800, 5G58230, 5G58430, 5G60020
S1442 	0.14977	4	2G40070, 2G41190, 4G19460, 5G14700
S1449 	0.02965	51	4757, 4889, 6384, 5318, 6498, 5138, 6048, 5434, 5894, 6003, 5421, 5842, 6533, 6713, 5032, 5968, 7029, 5843, 6791, 4793, 5469, 5944, 5551, 5464, 1G49970, 1G50200, 1G59980, 1G61850, 1G72280, 1G80360, 2G16880, 2G40730, 2G41670, 2G42850, 3G03210, 3G06880, 3G52970, 3G53180, 3G54690, 4G00550, 4G17380, 4G20060, 4G21350, 5G06120, 5G08415, 5G12470, 5G19690, 5G20890, 5G22260, 5G51150, 5G63840
S1451 	0.03591	32	4757, 5177, 5463, 6150, 6366, 5357, 5644, 6494, 5018, 7028, 5430, 5858, 5815, 5188, 5791, 6791, 5822, 1G63660, 2G16440, 2G26180, 2G29560, 2G47020, 3G01100, 3G16150, 3G25430, 4G02460, 4G17090, 4G21350, 4G24190, 4G31770, 5G53970, 5G60020
S1458 	0.1404	13	6110, 6738, 7067, 6979, 5347, 4806, 5296, 1G27760, 1G63660, 2G35610, 3G17640, 4G20050, 4G26750
S1459 	0.09535	22	4757, 6110, 5578, 5318, 6498, 5463, 6003, 5430, 5958, 5299, 5744, 6284, 5257, 1G01910, 1G10330, 2G39830, 3G25430, 3G53180, 4G09140, 5G17250, 5G46070, 5G52280
S1460 	0.02572	68	4757, 4889, 5404, 5578, 5502, 5318, 5348, 5064, 6034, 5434, 6859, 5899, 6496, 6003, 6533, 6785, 5841, 5858, 6679, 5328, 5974, 5744, 4890, 6570, 7367, 6969, 4806, 6733, 4793, 6407, 6373, 5469, 6924, 5464, 5721, 5296, 1G06440, 1G10020, 1G10330, 1G16070, 1G16570, 1G55480, 1G60060, 1G60995, 2G16440, 2G40190, 2G41190, 2G41700, 3G47400, 3G51490, 3G53180, 3G54690, 4G09140, 4G16570, 4G17370, 4G20070, 4G21350, 4G22720, 4G38010, 5G08280, 5G08310, 5G08660, 5G20350, 5G26570, 5G46070, 5G48520, 5G53920, 5G57800
S1462 	0.02969	47	4889, 5404, 5578, 5318, 6148, 5339, 5870, 5434, 6859, 5477, 5840, 6705, 5841, 5936, 5744, 6282, 4793, 5469, 6068, 5464, 1G30440, 1G55250, 1G60070, 1G65840, 1G79560, 1G80410, 2G43770, 3G01150, 3G17810, 3G53180, 3G54690, 3G60830, 4G01320, 4G09750, 4G18830, 4G21350, 4G22720, 4G32910, 4G35870, 5G05200, 5G12040, 5G18700, 5G20350, 5G39710, 5G47010, 5G60020, 5G63010
S1464 	0.10448	28	4757, 4889, 5404, 5578, 6498, 6050, 5463, 6003, 5430, 5958, 6565, 5744, 4890, 5469, 5464, 1G01910, 1G10330, 1G69860, 2G31530, 2G39830, 2G43235, 2G43770, 3G17640, 3G25430, 3G54690, 4G00550, 5G56580, 5G60450
S1474 	0.05969	54	4757, 5404, 5816, 5280, 6914, 6979, 6882, 5463, 6779, 5434, 4954, 5264, 5821, 6955, 5842, 5430, 5858, 4942, 5744, 6570, 5188, 5343, 6064, 6038, 5919, 5554, 4893, 1G01770, 1G02970, 1G09010, 1G16570, 1G50200, 2G20190, 2G24230, 2G34640, 2G39620, 2G41190, 2G43770, 2G47020, 3G10700, 3G25430, 4G02460, 4G16570, 4G17090, 4G17370, 4G18830, 5G13230, 5G14510, 5G17530, 5G26570, 5G58330, 5G60790, 5G61560, 5G64370
S1475 	0.0547	46	4757, 5578, 6914, 5463, 6496, 5422, 5644, 5018, 5634, 5430, 5865, 6119, 6570, 6961, 5188, 6883, 6685, 5893, 6401, 5940, 5355, 5464, 1G01910, 1G14300, 1G16570, 1G68830, 2G16440, 2G26930, 2G39620, 2G43235, 2G45500, 2G47020, 3G03380, 3G25430, 3G48425, 4G16570, 4G17090, 4G21350, 4G24190, 4G28220, 4G29810, 4G36790, 5G26570, 5G46100, 5G46220, 5G53970
S1481sl 	0.04268	14	4527, 6270, 5430, 4796, 1G06270, 1G07590, 2G26690, 3G03710, 3G06270, 3G14470, 3G16270, 3G25430, 4G02030, 5G46220
S1488 	0.07051	8	5064, 6652, 4802, 5945, 6667, 5343, 2G16880, 5G12900
S1498 	0.03228	66	6780, 5404, 6072, 5318, 5348, 6176, 6992, 6406, 6498, 4691, 5339, 6050, 5220, 5335, 6825, 5840, 5842, 5841, 6565, 5328, 6119, 6886, 6447, 6733, 4793, 6746, 5940, 5469, 5944, 5355, 5464, 1G02970, 1G06950, 1G09870, 1G10330, 1G65840, 1G67120, 1G68570, 2G02560, 2G26780, 2G27500, 2G43770, 2G47020, 2G47600, 2G47790, 3G03210, 3G08960, 3G15550, 3G17640, 3G48820, 3G52200, 3G53180, 3G54690, 3G55160, 3G55580, 3G57610, 4G01570, 4G24190, 4G29810, 5G03430, 5G08415, 5G18700, 5G22330, 5G23880, 5G56580, 5G57800
S1506 	0.13523	4	5463, 1G12330, 5G12900, 5G13020
S1509 	0.18661	1	
S1519 	0.11193	19	6620, 5578, 6979, 5639, 6550, 6004, 5032, 6733, 1G27752, 2G35500, 2G39830, 3G11220, 3G24170, 3G48425, 3G48820, 4G11120, 5G19180, 5G20350, 5G65500
S1539 	0.01571	86	6946, 5921, 5318, 7141, 5770, 5614, 6432, 6492, 6050, 5463, 6779, 6150, 6298, 6641, 5357, 6955, 5644, 5018, 6405, 6531, 5841, 5430, 5858, 5865, 5936, 5744, 6732, 6282, 6570, 5188, 6538, 7367, 4806, 5791, 4793, 6636, 6854, 5949, 6274, 5940, 6947, 6792, 6449, 5464, 6572, 1G01220, 1G03100, 1G09010, 1G16570, 1G59980, 1G65380, 2G04660, 2G16880, 2G35040, 2G39450, 3G01100, 3G01150, 3G03380, 3G03710, 3G16150, 3G17900, 3G22170, 3G25430, 3G51490, 3G52970, 3G53180, 3G56940, 3G58520, 4G16570, 4G17380, 4G24190, 4G24830, 4G29010, 4G30490, 4G33410, 4G34350, 4G35880, 5G11380, 5G13420, 5G13630, 5G15400, 5G26570, 5G49070, 5G58510, 5G60020, 5G64270
S1541sl 	0.1607	1	
S1561 	0.10417	10	5578, 5464, 5721, 1G10330, 1G60060, 2G39450, 3G51490, 4G02730, 4G33410, 5G61865
S1579 	0.10484	15	6979, 5942, 5463, 1G55270, 2G46370, 3G22170, 3G56120, 4G03260, 4G24220, 5G11390, 5G17230, 5G20350, 5G23340, 5G57800, 5G63050
SRR11470309 	0.17245	0	
SRR11470320 	0.00738	22	4757, 4889, 7111, 5463, 6955, 5842, 5841, 6565, 6886, 6685, 4793, 5464, 2G24230, 2G40070, 3G02260, 3G07140, 4G01570, 4G02460, 4G28220, 5G18700, 5G22030, 5G55960
SRR8528336 	0.01154	64	5138, 1G02970, 1G10385, 1G11915, 1G16720, 1G25570, 1G27760, 1G30440, 1G31800, 1G49970, 1G55250, 1G72280, 1G79560, 2G04660, 2G26800, 2G32900, 2G33770, 2G40890, 2G42750, 3G03380, 3G07140, 3G07420, 3G11460, 3G11540, 3G11960, 3G14120, 3G17900, 3G19180, 3G25430, 3G43300, 3G55580, 3G61960, 4G00550, 4G03020, 4G10020, 4G11120, 4G18010, 4G18950, 4G20050, 4G20070, 4G20090, 4G20850, 4G21350, 4G21770, 4G24190, 5G03070, 5G03430, 5G04550, 5G08415, 5G08660, 5G11040, 5G13420, 5G13530, 5G15540, 5G15880, 5G16280, 5G18700, 5G30510, 5G35410, 5G40820, 5G50170, 5G51070, 5G51340, 5G66960
SRR8528338 	0.01128	33	1G04970, 1G55480, 2G43770, 2G46060, 3G07420, 3G14470, 4G18340, 4G21350, 4G24610, 4G30720, 4G34260, 4G37030, 5G04360, 5G14700, 5G15300, 5G16280, 5G17250, 5G21930, 5G23340, 5G39710, 5G40480, 5G46070, 5G46100, 5G51540, 5G53000, 5G54260, 5G54570, 5G56730, 5G58510, 5G58940, 5G63010, 5G64370, 5G66680
SRR8528339 	0.05492	38	1G01220, 1G09870, 1G20080, 1G30010, 1G50940, 1G66830, 1G72280, 1G79150, 2G16440, 2G27590, 2G31530, 2G42850, 2G47020, 3G01150, 3G03380, 3G07140, 3G10030, 3G11964, 4G00550, 4G02780, 4G04970, 4G11120, 4G20060, 4G21350, 4G24190, 4G24830, 4G29010, 4G30720, 4G38010, 4G39470, 5G04710, 5G17620, 5G44000, 5G46100, 5G48520, 5G60020, 5G63010, 5G64270
SRR8528341 	0.01872	32	5945, 6128, 5406, 1G15740, 1G15980, 1G60995, 1G72500, 2G16440, 2G18760, 2G32040, 2G32590, 2G36840, 3G01060, 3G01670, 4G01730, 4G02030, 4G16420, 4G18010, 4G34850, 4G39470, 5G11390, 5G12040, 5G14510, 5G19180, 5G22850, 5G23050, 5G25230, 5G35410, 5G54570, 5G54830, 5G62370, 5G63410
SRR8528342 	0.16839	0	
SRR8528343 	0.01023	35	5921, 6139, 6128, 5406, 1G01770, 1G03090, 1G33410, 1G49820, 1G50120, 1G61850, 2G25730, 2G29050, 2G39450, 2G41670, 2G43770, 3G06530, 3G11460, 3G17830, 3G17880, 3G22170, 3G25430, 3G44330, 3G52940, 4G05090, 4G22720, 4G24830, 4G31200, 5G08660, 5G13690, 5G19180, 5G20350, 5G40820, 5G44000, 5G50210, 5G63050
